名称	道具种类	具体类别	动画文件名	对应物件索引	宽度	高度	说明文字	详细类别
天光之花雨漫天碎片(8/9)	4	664	\spr\item\citydefence\bigfragment.spr	347	1	1	天光之花雨漫天的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“天光之花雨漫天”。	1
天光之花雨漫天碎片(9/9)	4	665	\spr\item\citydefence\bigfragment.spr	347	1	1	天光之花雨漫天的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“天光之花雨漫天”。	1
森荒之飞星夺魂碎片(1/9)	4	666	\spr\item\citydefence\bigfragment.spr	347	1	1	森荒之飞星夺魂的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“森荒之飞星夺魂”。	1
森荒之飞星夺魂碎片(2/9)	4	667	\spr\item\citydefence\bigfragment.spr	347	1	1	森荒之飞星夺魂的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“森荒之飞星夺魂”。	1
森荒之飞星夺魂碎片(3/9)	4	668	\spr\item\citydefence\bigfragment.spr	347	1	1	森荒之飞星夺魂的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“森荒之飞星夺魂”。	1
森荒之飞星夺魂碎片(4/9)	4	669	\spr\item\citydefence\bigfragment.spr	347	1	1	森荒之飞星夺魂的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“森荒之飞星夺魂”。	1
森荒之飞星夺魂碎片(5/9)	4	670	\spr\item\citydefence\bigfragment.spr	347	1	1	森荒之飞星夺魂的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“森荒之飞星夺魂”。	1
森荒之飞星夺魂碎片(6/9)	4	671	\spr\item\citydefence\bigfragment.spr	347	1	1	森荒之飞星夺魂的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“森荒之飞星夺魂”。	1
森荒之飞星夺魂碎片(7/9)	4	672	\spr\item\citydefence\bigfragment.spr	347	1	1	森荒之飞星夺魂的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“森荒之飞星夺魂”。	1
森荒之飞星夺魂碎片(8/9)	4	673	\spr\item\citydefence\bigfragment.spr	347	1	1	森荒之飞星夺魂的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“森荒之飞星夺魂”。	1
森荒之飞星夺魂碎片(9/9)	4	674	\spr\item\citydefence\bigfragment.spr	347	1	1	森荒之飞星夺魂的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“森荒之飞星夺魂”。	1
敌忾之绿玉杖碎片(1/9)	4	675	\spr\item\citydefence\bigfragment.spr	347	1	1	敌忾之绿玉杖的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“敌忾之绿玉杖”。	1
敌忾之绿玉杖碎片(2/9)	4	676	\spr\item\citydefence\bigfragment.spr	347	1	1	敌忾之绿玉杖的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“敌忾之绿玉杖”。	1
敌忾之绿玉杖碎片(3/9)	4	677	\spr\item\citydefence\bigfragment.spr	347	1	1	敌忾之绿玉杖的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“敌忾之绿玉杖”。	1
敌忾之绿玉杖碎片(4/9)	4	678	\spr\item\citydefence\bigfragment.spr	347	1	1	敌忾之绿玉杖的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“敌忾之绿玉杖”。	1
敌忾之绿玉杖碎片(5/9)	4	679	\spr\item\citydefence\bigfragment.spr	347	1	1	敌忾之绿玉杖的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“敌忾之绿玉杖”。	1
敌忾之绿玉杖碎片(6/9)	4	680	\spr\item\citydefence\bigfragment.spr	347	1	1	敌忾之绿玉杖的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“敌忾之绿玉杖”。	1
敌忾之绿玉杖碎片(7/9)	4	681	\spr\item\citydefence\bigfragment.spr	347	1	1	敌忾之绿玉杖的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“敌忾之绿玉杖”。	1
敌忾之绿玉杖碎片(8/9)	4	682	\spr\item\citydefence\bigfragment.spr	347	1	1	敌忾之绿玉杖的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“敌忾之绿玉杖”。	1
敌忾之绿玉杖碎片(9/9)	4	683	\spr\item\citydefence\bigfragment.spr	347	1	1	敌忾之绿玉杖的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“敌忾之绿玉杖”。	1
魔煞之鬼谷幽冥枪碎片(1/9)	4	684	\spr\item\citydefence\bigfragment.spr	347	1	1	魔煞之鬼谷幽冥枪的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“魔煞之鬼谷幽冥枪”。	1
魔煞之鬼谷幽冥枪碎片(2/9)	4	685	\spr\item\citydefence\bigfragment.spr	347	1	1	魔煞之鬼谷幽冥枪的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“魔煞之鬼谷幽冥枪”。	1
魔煞之鬼谷幽冥枪碎片(3/9)	4	686	\spr\item\citydefence\bigfragment.spr	347	1	1	魔煞之鬼谷幽冥枪的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“魔煞之鬼谷幽冥枪”。	1
魔煞之鬼谷幽冥枪碎片(4/9)	4	687	\spr\item\citydefence\bigfragment.spr	347	1	1	魔煞之鬼谷幽冥枪的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“魔煞之鬼谷幽冥枪”。	1
魔煞之鬼谷幽冥枪碎片(5/9)	4	688	\spr\item\citydefence\bigfragment.spr	347	1	1	魔煞之鬼谷幽冥枪的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“魔煞之鬼谷幽冥枪”。	1
魔煞之鬼谷幽冥枪碎片(6/9)	4	689	\spr\item\citydefence\bigfragment.spr	347	1	1	魔煞之鬼谷幽冥枪的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“魔煞之鬼谷幽冥枪”。	1
魔煞之鬼谷幽冥枪碎片(7/9)	4	690	\spr\item\citydefence\bigfragment.spr	347	1	1	魔煞之鬼谷幽冥枪的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“魔煞之鬼谷幽冥枪”。	1
魔煞之鬼谷幽冥枪碎片(8/9)	4	691	\spr\item\citydefence\bigfragment.spr	347	1	1	魔煞之鬼谷幽冥枪的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“魔煞之鬼谷幽冥枪”。	1
魔煞之鬼谷幽冥枪碎片(9/9)	4	692	\spr\item\citydefence\bigfragment.spr	347	1	1	魔煞之鬼谷幽冥枪的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“魔煞之鬼谷幽冥枪”。	1
及丰之真武剑碎片(1/9)	4	693	\spr\item\citydefence\bigfragment.spr	347	1	1	及丰之真武剑的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“及丰之真武剑”。	1
及丰之真武剑碎片(2/9)	4	694	\spr\item\citydefence\bigfragment.spr	347	1	1	及丰之真武剑的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“及丰之真武剑”。	1
及丰之真武剑碎片(3/9)	4	695	\spr\item\citydefence\bigfragment.spr	347	1	1	及丰之真武剑的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“及丰之真武剑”。	1
及丰之真武剑碎片(4/9)	4	696	\spr\item\citydefence\bigfragment.spr	347	1	1	及丰之真武剑的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“及丰之真武剑”。	1
及丰之真武剑碎片(5/9)	4	697	\spr\item\citydefence\bigfragment.spr	347	1	1	及丰之真武剑的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“及丰之真武剑”。	1
及丰之真武剑碎片(6/9)	4	698	\spr\item\citydefence\bigfragment.spr	347	1	1	及丰之真武剑的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“及丰之真武剑”。	1
及丰之真武剑碎片(7/9)	4	699	\spr\item\citydefence\bigfragment.spr	347	1	1	及丰之真武剑的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“及丰之真武剑”。	1
及丰之真武剑碎片(8/9)	4	700	\spr\item\citydefence\bigfragment.spr	347	1	1	及丰之真武剑的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“及丰之真武剑”。	1
及丰之真武剑碎片(9/9)	4	701	\spr\item\citydefence\bigfragment.spr	347	1	1	及丰之真武剑的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“及丰之真武剑”。	1
霜晶之千年寒铁碎片(1/9)	4	702	\spr\item\citydefence\bigfragment.spr	347	1	1	霜晶之千年寒铁的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“霜晶之千年寒铁”。	1
霜晶之千年寒铁碎片(2/9)	4	703	\spr\item\citydefence\bigfragment.spr	347	1	1	霜晶之千年寒铁的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“霜晶之千年寒铁”。	1
霜晶之千年寒铁碎片(3/9)	4	704	\spr\item\citydefence\bigfragment.spr	347	1	1	霜晶之千年寒铁的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“霜晶之千年寒铁”。	1
霜晶之千年寒铁碎片(4/9)	4	705	\spr\item\citydefence\bigfragment.spr	347	1	1	霜晶之千年寒铁的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“霜晶之千年寒铁”。	1
霜晶之千年寒铁碎片(5/9)	4	706	\spr\item\citydefence\bigfragment.spr	347	1	1	霜晶之千年寒铁的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“霜晶之千年寒铁”。	1
霜晶之千年寒铁碎片(6/9)	4	707	\spr\item\citydefence\bigfragment.spr	347	1	1	霜晶之千年寒铁的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“霜晶之千年寒铁”。	1
霜晶之千年寒铁碎片(7/9)	4	708	\spr\item\citydefence\bigfragment.spr	347	1	1	霜晶之千年寒铁的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“霜晶之千年寒铁”。	1
霜晶之千年寒铁碎片(8/9)	4	709	\spr\item\citydefence\bigfragment.spr	347	1	1	霜晶之千年寒铁的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“霜晶之千年寒铁”。	1
霜晶之千年寒铁碎片(9/9)	4	710	\spr\item\citydefence\bigfragment.spr	347	1	1	霜晶之千年寒铁的碎片，只要收集齐全部的九片便能在临安神秘铁匠处合成“霜晶之千年寒铁”。	1
大马虎之摘星环碎片(1/6)	4	711	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之摘星环的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之摘星环”。	1
大马虎之摘星环碎片(2/6)	4	712	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之摘星环的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之摘星环”。	1
大马虎之摘星环碎片(3/6)	4	713	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之摘星环的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之摘星环”。	1
大马虎之摘星环碎片(4/6)	4	714	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之摘星环的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之摘星环”。	1
大马虎之摘星环碎片(5/6)	4	715	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之摘星环的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之摘星环”。	1
大马虎之摘星环碎片(6/6)	4	716	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之摘星环的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之摘星环”。	1
大马虎之唐猊甲碎片(1/6)	4	717	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之唐猊甲的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之唐猊甲”。	1
大马虎之唐猊甲碎片(2/6)	4	718	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之唐猊甲的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之唐猊甲”。	1
大马虎之唐猊甲碎片(3/6)	4	719	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之唐猊甲的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之唐猊甲”。	1
大马虎之唐猊甲碎片(4/6)	4	720	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之唐猊甲的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之唐猊甲”。	1
大马虎之唐猊甲碎片(5/6)	4	721	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之唐猊甲的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之唐猊甲”。	1
大马虎之唐猊甲碎片(6/6)	4	722	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之唐猊甲的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之唐猊甲”。	1
大马虎之绿翡翠护身符碎片(1/6)	4	723	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之绿翡翠护身符的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之绿翡翠护身符”。	1
大马虎之绿翡翠护身符碎片(2/6)	4	724	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之绿翡翠护身符的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之绿翡翠护身符”。	1
大马虎之绿翡翠护身符碎片(3/6)	4	725	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之绿翡翠护身符的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之绿翡翠护身符”。	1
大马虎之绿翡翠护身符碎片(4/6)	4	726	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之绿翡翠护身符的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之绿翡翠护身符”。	1
大马虎之绿翡翠护身符碎片(5/6)	4	727	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之绿翡翠护身符的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之绿翡翠护身符”。	1
大马虎之绿翡翠护身符碎片(6/6)	4	728	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之绿翡翠护身符的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之绿翡翠护身符”。	1
大马虎之白金腰带碎片(1/6)	4	729	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之白金腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之白金腰带”。	1
大马虎之白金腰带碎片(2/6)	4	730	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之白金腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之白金腰带”。	1
大马虎之白金腰带碎片(3/6)	4	731	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之白金腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之白金腰带”。	1
大马虎之白金腰带碎片(4/6)	4	732	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之白金腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之白金腰带”。	1
大马虎之白金腰带碎片(5/6)	4	733	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之白金腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之白金腰带”。	1
大马虎之白金腰带碎片(6/6)	4	734	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之白金腰带的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之白金腰带”。	1
大马虎之天蚕护腕碎片(1/6)	4	735	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之天蚕护腕的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之天蚕护腕”。	1
大马虎之天蚕护腕碎片(2/6)	4	736	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之天蚕护腕的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之天蚕护腕”。	1
大马虎之天蚕护腕碎片(3/6)	4	737	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之天蚕护腕的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之天蚕护腕”。	1
大马虎之天蚕护腕碎片(4/6)	4	738	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之天蚕护腕的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之天蚕护腕”。	1
大马虎之天蚕护腕碎片(5/6)	4	739	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之天蚕护腕的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之天蚕护腕”。	1
大马虎之天蚕护腕碎片(6/6)	4	740	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之天蚕护腕的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之天蚕护腕”。	1
大马虎之天蚕靴碎片(1/6)	4	741	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之天蚕靴的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之天蚕靴”。	1
大马虎之天蚕靴碎片(2/6)	4	742	\spr\item\citydefence\fragment.spr	347	1	1	大马虎之天蚕靴的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“大马虎之天蚕靴”。	1
