name	ItemGenre	DetailType	ParticularType	Animation file name	Corresponding object index	width	high	instructions	Five elements attributes	price	grade	Whether to stack	Basic attribute 1 type	Basic attribute 1 minimum value	Basic attribute 1 maximum value	Basic attribute 2 type	Basic attribute 2 minimum value	Basic attribute 2 maximum value	Basic attribute 3 types	Basic attribute 3 minimum value	Basic attribute 3 maximum value	Basic attribute 4 types	Basic attribute 4 minimum value	Basic attribute 4 maximum value	Basic attribute 5 types	Minimum value of basic attribute 5	Basic attribute 5 maximum value	Basic attribute 6 types	Basic attribute 6 minimum value	Basic attribute 6 maximum value	Basic attribute 7 types	Minimum value of basic attribute 7	Basic attribute 7 maximum value	Requirement attribute 1 type	Requirement attribute 1 value	Requirement attribute 2 type	Requirement attribute 2 value	Requirement attribute 3 types	Requirement attribute 3 value	Requirement attribute 4 type	Requirement attribute 4 value	Requirement attribute 5 types	Requirement attribute 5 value	Requirement attribute 6 types	Requirement attribute 6 value	Magic attribute index 1	Magic attribute index 2	Magic attribute index 3	Magic attribute index 4	Magic attribute index 5	Magic attribute index 6	In the suit	expansion set	Expansion package serial number	Expansion set hidden attributes 1	Expansion set hidden attributes 2	Number of smeltable properties	Meltable steel quality	Basic armor value	Whether equipment can be upgraded to stars	Number of star stones that can be embedded	Equipment breaks through the blessing value	×(17)éÎ»ÖÃÊýÁ¿	Show icon ID
V©n Léc LiÖt DiÖm Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp V©n Léc(5)	2	4	10	0	30	160	160	31	80	80																36	80	39	7									952	931	972	1174	1331	1291	124	65	5			2	2	24					
V©n Léc LiÖt DiÖm Gi¸p	0	2	2	\spr\item\equip\armor\obj-ma-cloth08-3.spr	22	2	3	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp V©n Léc(6)	1	4	10	0	30	720	720	31	90	90																36	80	39	7									952	851	972	1014	1234	1291	124	65	6			2	2	24					
V©n Léc LiÖt DiÖm §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp V©n Léc(7)	3	4	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	80	39	7									1056	891	1134	1194	1331	1291	124	65	7			2	2	24					
V©n Léc LiÖt DiÖm Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp V©n Léc(8)	4	4	10	0	30	160	160	31	80	80																36	80	39	7									952	871	972	1014	1254	1291	124	65	8			2	2	24					
V©n Léc LiÖt DiÖm Béi	0	9	1	\spr\item\equip\waist\obj-waist13.spr	34	1	2	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp V©n Léc(9)	0	4	10	0																						36	80	39	7									951	911	971	1214	1331	1291	124	65	9	1522		2	2	24					
V©n Léc LiÖt DiÖm H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring03.spr	37	1	1	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp V©n Léc(10)	2	4	10	0																						36	80	39	7									951	931	971	1174	1331	1291	124	65	10			2	2	24					
V©n Léc L­ìng Nghi Phï	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp V©n Léc(1)	3	4	10	0																						36	80	39	8									951	851	972	1214	994	1291	125	66	1	1524		2	2	24					
V©n Léc L­ìng Nghi Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap05-3.spr	28	2	2	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp V©n Léc(2)	4	4	10	0	30	360	360	31	85	85																36	80	39	8									952	891	971	1174	1331	1291	125	66	2			2	2	24					
V©n Léc L­ìng Nghi Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp V©n Léc(3)	0	4	10	0																						36	80	39	8									951	871	972	1014	1331	1291	125	66	3			2	2	24					
V©n Léc L­ìng Nghi Tô	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp V©n Léc(4)	2	4	10	0	30	135	135	31	80	80																36	80	39	8									952	911	971	1194	1331	1291	125	66	4			2	2	24					
V©n Léc L­ìng Nghi Ph¸p §¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp V©n Léc(5)	1	4	10	0	30	160	160	31	80	80																36	80	39	8									952	931	972	1014	1331	1291	125	66	5	1525		2	2	24					
V©n Léc L­ìng Nghi §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth05-3.spr	24	2	3	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp V©n Léc(6)	3	4	10	0	30	720	720	31	90	90																36	80	39	8									952	851	972	1214	1234	1291	125	66	6			2	2	24					
V©n Léc L­ìng Nghi KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword22.spr	9	1	3	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp V©n Léc(7)	4	4	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	80	39	8									1055	891	1154	1174	1331	1291	125	66	7			2	2	24					
V©n Léc L­ìng Nghi Lý	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp V©n Léc(8)	0	4	10	0	30	160	160	31	80	80																36	80	39	8									952	871	972	1014	1254	1291	125	66	8	1526		2	2	24					
V©n Léc L­ìng Nghi Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp V©n Léc(9)	2	4	10	0																						36	80	39	8									951	911	971	1194	1331	1291	125	66	9			2	2	24					
V©n Léc L­ìng Nghi H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp V©n Léc(10)	1	4	10	0																						36	80	39	8									951	931	971	1014	1331	1291	125	66	10			2	2	24					
V©n Léc ThuÇn D­¬ng Phï	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp V©n Léc(1)	0	4	10	0																						36	80	39	8									951	851	972	1214	994	1291	126	67	1	1528		2	2	24					
V©n Léc ThuÇn D­¬ng Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap05-3.spr	28	2	2	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp V©n Léc(2)	2	4	10	0	30	360	360	31	85	85																36	80	39	8									952	891	971	1174	1331	1291	126	67	2			2	2	24					
V©n Léc ThuÇn D­¬ng Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp V©n Léc(3)	1	4	10	0																						36	80	39	8									951	871	972	1014	1331	1291	126	67	3			2	2	24					
V©n Léc ThuÇn D­¬ng Tô	0	8	1	\spr\item\equip\bangle\obj-bangle14.spr	34	1	2	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp V©n Léc(4)	3	4	10	0	30	135	135	31	80	80																36	80	39	8									952	911	971	1194	1331	1291	126	67	4			2	2	24					
V©n Léc ThuÇn D­¬ng Ph¸p §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp V©n Léc(5)	4	4	10	0	30	160	160	31	80	80																36	80	39	8									952	931	972	1014	1331	1291	126	67	5	1529		2	2	24					
V©n Léc ThuÇn D­¬ng §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth05-3.spr	24	2	3	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp V©n Léc(6)	0	4	10	0	30	720	720	31	90	90																36	80	39	8									952	851	972	1214	1234	1291	126	67	6			2	2	24					
V©n Léc ThuÇn D­¬ng KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp V©n Léc(7)	2	4	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	80	39	8									1037	891	1074	1174	1316	1291	126	67	7			2	2	24					
V©n Léc ThuÇn D­¬ng Lý	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp V©n Léc(8)	1	4	10	0	30	160	160	31	80	80																36	80	39	8									952	871	972	1014	1254	1291	126	67	8			2	2	24					
V©n Léc ThuÇn D­¬ng Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp V©n Léc(9)	3	4	10	0																						36	80	39	8									951	911	971	1194	1331	1291	126	67	9	1530		2	2	24					
V©n Léc ThuÇn D­¬ng H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp V©n Léc(10)	4	4	10	0																						36	80	39	8									951	931	971	1014	1331	1291	126	67	10			2	2	24					
V©n Léc Thanh Phong H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ C«n L«n ®ao ph¸p cÊp V©n Léc(1)	0	4	10	0																						36	80	39	9									951	851	972	1014	994	1291	127	68	1	1532		2	2	24					
V©n Léc Thanh Phong §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap05-3.spr	28	2	2	Bé trang bÞ C«n L«n ®ao ph¸p cÊp V©n Léc(2)	2	4	10	0	30	360	360	31	85	85																36	80	39	9									952	891	971	1194	1331	1291	127	68	2			2	2	24					
V©n Léc Thanh Phong Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé trang bÞ C«n L«n ®ao ph¸p cÊp V©n Léc(3)	1	4	10	0																						36	80	39	9									951	871	972	1014	1331	1291	127	68	3			2	2	24					
V©n Léc Thanh Phong Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Bé trang bÞ C«n L«n ®ao ph¸p cÊp V©n Léc(4)	3	4	10	0	30	135	135	31	80	80																36	80	39	9									952	911	971	1214	1331	1291	127	68	4			2	2	24					
V©n Léc Thanh Phong Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Bé trang bÞ C«n L«n ®ao ph¸p cÊp V©n Léc(5)	4	4	10	0	30	160	160	31	80	80																36	80	39	9									952	931	972	1174	1331	1291	127	68	5	1533		2	2	24					
V©n Léc Thanh Phong §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth05-3.spr	24	2	3	Bé trang bÞ C«n L«n ®ao ph¸p cÊp V©n Léc(6)	0	4	10	0	30	720	720	31	90	90																36	80	39	9									952	851	972	1014	1234	1291	127	68	6			2	2	24					
V©n Léc Thanh Phong §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Bé trang bÞ C«n L«n ®ao ph¸p cÊp V©n Léc(7)	2	4	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	80	39	9									1038	891	1074	1194	1316	1291	127	68	7			2	2	24					
V©n Léc Thanh Phong Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ C«n L«n ®ao ph¸p cÊp V©n Léc(8)	1	4	10	0	30	160	160	31	80	80																36	80	39	9									952	871	972	1014	1254	1291	127	68	8			2	2	24					
V©n Léc Thanh Phong Béi	0	9	1	\spr\item\equip\waist\obj-waist17.spr	36	1	2	Bé trang bÞ C«n L«n ®ao ph¸p cÊp V©n Léc(9)	3	4	10	0																						36	80	39	9									951	911	971	1214	1331	1291	127	68	9	1534		2	2	24					
V©n Léc Thanh Phong H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ C«n L«n ®ao ph¸p cÊp V©n Léc(10)	4	4	10	0																						36	80	39	9									951	931	971	1174	1331	1291	127	68	10			2	2	24					
V©n Léc Phong L«i Phï	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp V©n Léc(1)	3	4	10	0																						36	80	39	9									951	851	972	1014	994	1291	128	69	1	1536		2	2	24					
V©n Léc Phong L«i §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap05-3.spr	28	2	2	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp V©n Léc(2)	4	4	10	0	30	360	360	31	85	85																36	80	39	9									952	891	971	1194	1331	1291	128	69	2			2	2	24					
V©n Léc Phong L«i Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp V©n Léc(3)	0	4	10	0																						36	80	39	9									951	871	972	1014	1331	1291	128	69	3			2	2	24					
V©n Léc Phong L«i Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp V©n Léc(4)	2	4	10	0	30	135	135	31	80	80																36	80	39	9									952	911	971	1214	1331	1291	128	69	4			2	2	24					
V©n Léc Phong L«i Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp V©n Léc(5)	1	4	10	0	30	160	160	31	80	80																36	80	39	9									952	931	972	1174	1331	1291	128	69	5	1537		2	2	24					
V©n Léc Phong L«i §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth05-3.spr	24	2	3	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp V©n Léc(6)	3	4	10	0	30	720	720	31	90	90																36	80	39	9									952	851	972	1014	1234	1291	128	69	6			2	2	24					
V©n Léc Phong L«i KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp V©n Léc(7)	4	4	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	80	39	9									1057	891	1154	1194	1331	1291	128	69	7			2	2	24					
V©n Léc Phong L«i Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp V©n Léc(8)	0	4	10	0	30	160	160	31	80	80																36	80	39	9									952	871	972	1014	1254	1291	128	69	8			2	2	24					
V©n Léc Phong L«i Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp V©n Léc(9)	2	4	10	0																						36	80	39	9									951	911	971	1214	1331	1291	128	69	9	1538		2	2	24					
V©n Léc Phong L«i H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Bé trang bÞ C«n L«n kiÕm ph¸p cÊp V©n Léc(10)	1	4	10	0																						36	80	39	9									951	931	971	1174	1331	1291	128	69	10			2	2	24					
Th­¬ng Lang Phæ §é Ch©u Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp Th­¬ng Lang(1)	2	4	10	0																						36	30	39	0									952	932	973	1175	995	1292	129	70	1	1456		2	3	80					
Th­¬ng Lang Phæ §é T¨ng M¹o	0	7	0	\spr\item\equip\cap\obj-ma-cap02-3.spr	28	2	2	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp Th­¬ng Lang(2)	1	4	10	0	30	360	360	31	85	85																36	30	39	0									953	852	972	1015	1332	1292	129	70	2			2	3	80					
Th­¬ng Lang Phæ §é Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp Th­¬ng Lang(3)	3	4	10	0																						36	30	39	0									952	892	973	1195	1332	1292	129	70	3			2	3	80					
Th­¬ng Lang Phæ §é Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp Th­¬ng Lang(4)	4	4	10	0	30	135	135	31	80	80																36	30	39	0									953	872	972	1015	1332	1292	129	70	4			2	3	80					
Th­¬ng Lang Phæ §é Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash06.spr	33	2	1	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp Th­¬ng Lang(5)	0	4	10	0	30	160	160	31	80	80																36	30	39	0									953	912	973	1215	1332	1292	129	70	5	1457		2	3	80					
Th­¬ng Lang Phæ §é Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth02-3.spr	22	2	3	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp Th­¬ng Lang(6)	2	4	10	0	30	720	720	31	90	90																36	30	39	0									953	932	973	1175	1234	1292	129	70	6			2	3	80					
Th­¬ng Lang Phæ §é TriÒn Thñ	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp Th­¬ng Lang(7)	1	4	10	0	28	1	1	29	1	1	167	-30	-30	31	99	99										36	30	39	0									1275	852	1075	1015	1332	1292	129	70	7			2	3	80					
Th­¬ng Lang Phæ §é T¨ng Hµi	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp Th­¬ng Lang(8)	3	4	10	0	30	160	160	31	80	80																36	30	39	0									953	892	973	1195	1255	1292	129	70	8			2	3	80					
Th­¬ng Lang Phæ §é Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp Th­¬ng Lang(9)	4	4	10	0																						36	30	39	0									952	872	972	1015	1332	1292	129	70	9	1458		2	3	80					
Th­¬ng Lang Phæ §é H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp Th­¬ng Lang(10)	0	4	10	0																						36	30	39	0									952	912	972	1215	1332	1292	129	70	10			2	3	80					
Th­¬ng Lang Trang Nghiªm PhËt Ch©u	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp Th­¬ng Lang(1)	4	4	10	0																						36	30	39	0									952	932	973	1175	995	1292	130	71	1	1459		2	3	80					
Th­¬ng Lang Trang Nghiªm T¨ng M¹o	0	7	0	\spr\item\equip\cap\obj-ma-cap02-3.spr	28	2	2	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp Th­¬ng Lang(2)	0	4	10	0	30	360	360	31	85	85																36	30	39	0									953	852	972	1015	1332	1292	130	71	2			2	3	80					
Th­¬ng Lang Trang Nghiªm Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp Th­¬ng Lang(3)	2	4	10	0																						36	30	39	0									952	892	973	1195	1332	1292	130	71	3			2	3	80					
Th­¬ng Lang Trang Nghiªm Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp Th­¬ng Lang(4)	1	4	10	0	30	135	135	31	80	80																36	30	39	0									953	872	972	1015	1332	1292	130	71	4			2	3	80					
Th­¬ng Lang Trang Nghiªm Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash07.spr	33	2	1	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp Th­¬ng Lang(5)	3	4	10	0	30	160	160	31	80	80																36	30	39	0									953	912	973	1215	1332	1292	130	71	5	1460		2	3	80					
Th­¬ng Lang Trang Nghiªm Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth02-3.spr	22	2	3	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp Th­¬ng Lang(6)	4	4	10	0	30	720	720	31	90	90																36	30	39	0									953	932	973	1175	1234	1292	130	71	6			2	3	80					
Th­¬ng Lang Trang Nghiªm T¨ng C«n	0	0	2	\spr\item\equip\closeweapon\obj-staff13.spr	11	1	4	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp Th­¬ng Lang(7)	0	4	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	30	39	0									1038	852	1075	1015	1332	1292	130	71	7			2	3	80					
Th­¬ng Lang Trang Nghiªm T¨ng Hµi	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp Th­¬ng Lang(8)	2	4	10	0	30	160	160	31	80	80																36	30	39	0									953	892	973	1195	1255	1292	130	71	8			2	3	80					
Th­¬ng Lang Trang Nghiªm Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist19.spr	36	1	2	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp Th­¬ng Lang(9)	1	4	10	0																						36	30	39	0									952	872	972	1015	1332	1292	130	71	9	1461		2	3	80					
Th­¬ng Lang Trang Nghiªm H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp Th­¬ng Lang(10)	3	4	10	0																						36	30	39	0									952	912	972	1215	1332	1292	130	71	10			2	3	80					
Th­¬ng Lang Ph¸p Hoa H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp Th­¬ng Lang(1)	4	4	10	0																						36	30	39	0									952	932	973	1175	995	1292	131	72	1	1459		2	3	80					
Th­¬ng Lang Ph¸p Hoa T¨ng M¹o	0	7	0	\spr\item\equip\cap\obj-ma-cap02-3.spr	28	2	2	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp Th­¬ng Lang(2)	0	4	10	0	30	360	360	31	85	85																36	30	39	0									953	852	972	1015	1332	1292	131	72	2			2	3	80					
Th­¬ng Lang Ph¸p Hoa Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp Th­¬ng Lang(3)	2	4	10	0																						36	30	39	0									952	892	973	1195	1332	1292	131	72	3			2	3	80					
Th­¬ng Lang Ph¸p Hoa Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp Th­¬ng Lang(4)	1	4	10	0	30	135	135	31	80	80																36	30	39	0									953	872	972	1015	1332	1292	131	72	4			2	3	80					
Th­¬ng Lang Ph¸p Hoa Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash08.spr	33	2	1	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp Th­¬ng Lang(5)	3	4	10	0	30	160	160	31	80	80																36	30	39	0									953	912	973	1215	1332	1292	131	72	5	1462		2	3	80					
Th­¬ng Lang Ph¸p Hoa Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth02-3.spr	22	2	3	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp Th­¬ng Lang(6)	4	4	10	0	30	720	720	31	90	90																36	30	39	0									953	932	973	1175	1234	1292	131	72	6			2	3	80					
Th­¬ng Lang Ph¸p Hoa Giíi §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp Th­¬ng Lang(7)	0	4	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	30	39	0									1038	852	1075	1015	1332	1292	131	72	7			2	3	80					
Th­¬ng Lang Ph¸p Hoa T¨ng Hµi	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp Th­¬ng Lang(8)	2	4	10	0	30	160	160	31	80	80																36	30	39	0									953	892	973	1195	1255	1292	131	72	8			2	3	80					
Th­¬ng Lang Ph¸p Hoa Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp Th­¬ng Lang(9)	1	4	10	0																						36	30	39	0									952	872	972	1015	1332	1292	131	72	9	1463		2	3	80					
Th­¬ng Lang Ph¸p Hoa H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp Th­¬ng Lang(10)	3	4	10	0																						36	30	39	0									952	912	972	1215	1332	1292	131	72	10			2	3	80					
Th­¬ng Lang B¸ch LuyÖn Ch©u	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp Th­¬ng Lang(1)	0	4	10	0																						36	30	39	1									952	852	973	1015	995	1292	132	73	1	1464		2	3	80					
Th­¬ng Lang B¸ch LuyÖn Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap14-3.spr	29	2	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp Th­¬ng Lang(2)	2	4	10	0	30	360	360	31	85	85																36	30	39	1									953	892	972	1195	1332	1292	132	73	2			2	3	80					
Th­¬ng Lang B¸ch LuyÖn Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp Th­¬ng Lang(3)	1	4	10	0																						36	30	39	1									952	872	973	1015	1332	1292	132	73	3			2	3	80					
Th­¬ng Lang B¸ch LuyÖn Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp Th­¬ng Lang(4)	3	4	10	0	30	135	135	31	80	80																36	30	39	1									953	912	972	1215	1332	1292	132	73	4			2	3	80					
Th­¬ng Lang B¸ch LuyÖn Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp Th­¬ng Lang(5)	4	4	10	0	30	160	160	31	80	80																36	30	39	1									953	932	973	1175	1332	1292	132	73	5	1465		2	3	80					
Th­¬ng Lang B¸ch LuyÖn Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth14-3.spr	23	2	3	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp Th­¬ng Lang(6)	0	4	10	0	30	720	720	31	90	90																36	30	39	1									953	852	973	1015	1234	1292	132	73	6			2	3	80					
Th­¬ng Lang B¸ch LuyÖn Chïy	0	0	4	\spr\item\equip\closeweapon\obj-adha04.spr	13	2	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp Th­¬ng Lang(7)	2	4	10	0	28	55	55	29	165	165	167	-30	-30	31	99	99										36	30	39	1									1275	892	1075	1195	1317	1292	132	73	7			2	3	80					
Th­¬ng Lang B¸ch LuyÖn Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp Th­¬ng Lang(8)	1	4	10	0	30	160	160	31	80	80																36	30	39	1									953	872	973	1015	1255	1292	132	73	8			2	3	80					
