名称	ItemGenre	DetailType	ParticularType	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	脚本名(参数1)	技能ID（参数1）	参数2(释法类型)	参数3(是否广播)	参数4(是否有等级概念)	参数5(是否可放快捷栏)	是否需要使用目标	物品最大叠放值	要求等级相同	要求五行相同	要求幸运相同	要求MagicLevel1相同	要求MagicLevel2相同	要求MagicLevel3相同	要求MagicLevel4相同	要求MagicLevel5相同	要求MagicLevel6相同
同伴修练任务卷轴136	6	1	582	\spr\item\script\item_huangjintupu.spr	38	1	1	去白水洞迷宫杀铜锤50个，同伴等级要求不低于15级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴137	6	1	583	\spr\item\script\item_huangjintupu.spr	38	1	1	去白水洞迷宫杀铜锤100个，同伴等级要求不低于15级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴138	6	1	584	\spr\item\script\item_huangjintupu.spr	38	1	1	去白水洞迷宫杀铜锤150个，同伴等级要求不低于15级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴139	6	1	585	\spr\item\script\item_huangjintupu.spr	38	1	1	去大酋洞迷宫杀铜锤50个，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴140	6	1	586	\spr\item\script\item_huangjintupu.spr	38	1	1	去大酋洞迷宫杀铜锤100个，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴141	6	1	587	\spr\item\script\item_huangjintupu.spr	38	1	1	去大酋洞迷宫杀铜锤150个，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴142	6	1	588	\spr\item\script\item_huangjintupu.spr	38	1	1	去伏流洞迷宫杀鳄鱼50只，同伴等级要求不低于15级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴143	6	1	589	\spr\item\script\item_huangjintupu.spr	38	1	1	去伏流洞迷宫杀鳄鱼100只，同伴等级要求不低于15级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴144	6	1	590	\spr\item\script\item_huangjintupu.spr	38	1	1	去伏流洞迷宫杀鳄鱼150只，同伴等级要求不低于15级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴145	6	1	591	\spr\item\script\item_huangjintupu.spr	38	1	1	去苗岭杀野牛50只，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴146	6	1	592	\spr\item\script\item_huangjintupu.spr	38	1	1	去苗岭杀野牛100只，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴147	6	1	593	\spr\item\script\item_huangjintupu.spr	38	1	1	去苗岭杀野牛150只，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴148	6	1	594	\spr\item\script\item_huangjintupu.spr	38	1	1	去蚩尤洞迷宫杀狼棒50个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴149	6	1	595	\spr\item\script\item_huangjintupu.spr	38	1	1	去蚩尤洞迷宫杀狼棒100个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴150	6	1	596	\spr\item\script\item_huangjintupu.spr	38	1	1	去蚩尤洞迷宫杀狼棒150个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴151	6	1	597	\spr\item\script\item_huangjintupu.spr	38	1	1	去山宝洞迷宫杀火炎虎50只，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴152	6	1	598	\spr\item\script\item_huangjintupu.spr	38	1	1	去山宝洞迷宫杀火炎虎100只，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴153	6	1	599	\spr\item\script\item_huangjintupu.spr	38	1	1	去山宝洞迷宫杀火炎虎150只，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴154	6	1	600	\spr\item\script\item_huangjintupu.spr	38	1	1	去燕子洞迷宫杀蝙蝠50只，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴155	6	1	601	\spr\item\script\item_huangjintupu.spr	38	1	1	去燕子洞迷宫杀蝙蝠100只，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴156	6	1	602	\spr\item\script\item_huangjintupu.spr	38	1	1	去燕子洞迷宫杀蝙蝠150只，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴157	6	1	603	\spr\item\script\item_huangjintupu.spr	38	1	1	去武陵洞迷宫杀髻匕50个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴158	6	1	604	\spr\item\script\item_huangjintupu.spr	38	1	1	去武陵洞迷宫杀髻匕100个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴159	6	1	605	\spr\item\script\item_huangjintupu.spr	38	1	1	去武陵洞迷宫杀髻匕150个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴160	6	1	606	\spr\item\script\item_huangjintupu.spr	38	1	1	去襄阳城外杀刺猬50只，同伴等级要求不低于5级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴161	6	1	607	\spr\item\script\item_huangjintupu.spr	38	1	1	去襄阳城外杀刺猬100只，同伴等级要求不低于5级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴162	6	1	608	\spr\item\script\item_huangjintupu.spr	38	1	1	去襄阳城外杀刺猬150只，同伴等级要求不低于5级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴163	6	1	609	\spr\item\script\item_huangjintupu.spr	38	1	1	去襄阳城衙门秘道杀刀兵50个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴164	6	1	610	\spr\item\script\item_huangjintupu.spr	38	1	1	去襄阳城衙门秘道杀刀兵100个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴165	6	1	611	\spr\item\script\item_huangjintupu.spr	38	1	1	去襄阳城衙门秘道杀刀兵150个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴166	6	1	612	\spr\item\script\item_huangjintupu.spr	38	1	1	去扬州城外杀刺猬50只，同伴等级要求不低于5级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴167	6	1	613	\spr\item\script\item_huangjintupu.spr	38	1	1	去扬州城外杀刺猬100只，同伴等级要求不低于5级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴168	6	1	614	\spr\item\script\item_huangjintupu.spr	38	1	1	去扬州城外杀刺猬150只，同伴等级要求不低于5级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴169	6	1	615	\spr\item\script\item_huangjintupu.spr	38	1	1	去火狼洞迷宫杀苍狼50只，同伴等级要求不低于15级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴170	6	1	616	\spr\item\script\item_huangjintupu.spr	38	1	1	去火狼洞迷宫杀苍狼100只，同伴等级要求不低于15级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴171	6	1	617	\spr\item\script\item_huangjintupu.spr	38	1	1	去火狼洞迷宫杀苍狼150只，同伴等级要求不低于15级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴172	6	1	618	\spr\item\script\item_huangjintupu.spr	38	1	1	去伏牛山东杀青狼50只，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴173	6	1	619	\spr\item\script\item_huangjintupu.spr	38	1	1	去伏牛山东杀青狼100只，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴174	6	1	620	\spr\item\script\item_huangjintupu.spr	38	1	1	去伏牛山东杀青狼150只，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴175	6	1	621	\spr\item\script\item_huangjintupu.spr	38	1	1	去鸡冠洞迷宫杀火云虎50只，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴176	6	1	622	\spr\item\script\item_huangjintupu.spr	38	1	1	去鸡冠洞迷宫杀火云虎100只，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴177	6	1	623	\spr\item\script\item_huangjintupu.spr	38	1	1	去鸡冠洞迷宫杀火云虎150只，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴178	6	1	624	\spr\item\script\item_huangjintupu.spr	38	1	1	去蜀冈山杀灰猴50只，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴179	6	1	625	\spr\item\script\item_huangjintupu.spr	38	1	1	去蜀冈山杀灰猴100只，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴180	6	1	626	\spr\item\script\item_huangjintupu.spr	38	1	1	去蜀冈山杀灰猴150只，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴181	6	1	627	\spr\item\script\item_huangjintupu.spr	38	1	1	去荐菊洞密宫杀刀客50个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴182	6	1	628	\spr\item\script\item_huangjintupu.spr	38	1	1	去荐菊洞密宫杀刀客100个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴183	6	1	629	\spr\item\script\item_huangjintupu.spr	38	1	1	去荐菊洞密宫杀刀客150个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴184	6	1	630	\spr\item\script\item_huangjintupu.spr	38	1	1	去灵谷洞密宫杀棕熊50只，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴185	6	1	631	\spr\item\script\item_huangjintupu.spr	38	1	1	去灵谷洞密宫杀棕熊100只，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴186	6	1	632	\spr\item\script\item_huangjintupu.spr	38	1	1	去灵谷洞密宫杀棕熊150只，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴187	6	1	633	\spr\item\script\item_huangjintupu.spr	38	1	1	去稻香村外杀白猪50只，同伴等级要求不低于1级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴188	6	1	634	\spr\item\script\item_huangjintupu.spr	38	1	1	去稻香村外杀白猪100只，同伴等级要求不低于1级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴189	6	1	635	\spr\item\script\item_huangjintupu.spr	38	1	1	去稻香村外杀白猪150只，同伴等级要求不低于1级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴190	6	1	636	\spr\item\script\item_huangjintupu.spr	38	1	1	去木人巷杀木人50个，同伴等级要求不低于5级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴191	6	1	637	\spr\item\script\item_huangjintupu.spr	38	1	1	去木人巷杀木人100个，同伴等级要求不低于5级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴192	6	1	638	\spr\item\script\item_huangjintupu.spr	38	1	1	去木人巷杀木人150个，同伴等级要求不低于5级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴193	6	1	639	\spr\item\script\item_huangjintupu.spr	38	1	1	去少林密室杀铜人50个，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴194	6	1	640	\spr\item\script\item_huangjintupu.spr	38	1	1	去少林密室杀铜人100个，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴195	6	1	641	\spr\item\script\item_huangjintupu.spr	38	1	1	去少林密室杀铜人150个，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴196	6	1	642	\spr\item\script\item_huangjintupu.spr	38	1	1	去飞天洞迷宫杀髻匕50个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴197	6	1	643	\spr\item\script\item_huangjintupu.spr	38	1	1	去飞天洞迷宫杀髻匕100个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴198	6	1	644	\spr\item\script\item_huangjintupu.spr	38	1	1	去飞天洞迷宫杀髻匕150个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴199	6	1	645	\spr\item\script\item_huangjintupu.spr	38	1	1	去风陵渡杀神臂50个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴200	6	1	646	\spr\item\script\item_huangjintupu.spr	38	1	1	去风陵渡杀神臂100个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴201	6	1	647	\spr\item\script\item_huangjintupu.spr	38	1	1	去风陵渡杀神臂150个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴202	6	1	648	\spr\item\script\item_huangjintupu.spr	38	1	1	去祥云洞一层杀刀客50个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴203	6	1	649	\spr\item\script\item_huangjintupu.spr	38	1	1	去祥云洞一层杀刀客100个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴204	6	1	650	\spr\item\script\item_huangjintupu.spr	38	1	1	去祥云洞一层杀刀客150个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴205	6	1	651	\spr\item\script\item_huangjintupu.spr	38	1	1	去祥云洞二层杀山贼50个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴206	6	1	652	\spr\item\script\item_huangjintupu.spr	38	1	1	去祥云洞二层杀山贼100个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴207	6	1	653	\spr\item\script\item_huangjintupu.spr	38	1	1	去祥云洞二层杀山贼150个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴208	6	1	654	\spr\item\script\item_huangjintupu.spr	38	1	1	去祥云洞三层杀狼棒50个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴209	6	1	655	\spr\item\script\item_huangjintupu.spr	38	1	1	去祥云洞三层杀狼棒100个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴210	6	1	656	\spr\item\script\item_huangjintupu.spr	38	1	1	去祥云洞三层杀狼棒150个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴211	6	1	657	\spr\item\script\item_huangjintupu.spr	38	1	1	去祥云洞四层杀玉面50个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴212	6	1	658	\spr\item\script\item_huangjintupu.spr	38	1	1	去祥云洞四层杀玉面100个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴213	6	1	659	\spr\item\script\item_huangjintupu.spr	38	1	1	去祥云洞四层杀玉面150个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴214	6	1	660	\spr\item\script\item_huangjintupu.spr	38	1	1	去祥云洞五层杀钝斧50个，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴215	6	1	661	\spr\item\script\item_huangjintupu.spr	38	1	1	去祥云洞五层杀钝斧100个，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴216	6	1	662	\spr\item\script\item_huangjintupu.spr	38	1	1	去祥云洞五层杀钝斧150个，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴217	6	1	663	\spr\item\script\item_huangjintupu.spr	38	1	1	去阳中洞迷宫杀髻匕50个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴218	6	1	664	\spr\item\script\item_huangjintupu.spr	38	1	1	去阳中洞迷宫杀髻匕100个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴219	6	1	665	\spr\item\script\item_huangjintupu.spr	38	1	1	去阳中洞迷宫杀髻匕150个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴220	6	1	666	\spr\item\script\item_huangjintupu.spr	38	1	1	去龙门镇外杀金猫50只，同伴等级要求不低于1级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴221	6	1	667	\spr\item\script\item_huangjintupu.spr	38	1	1	去龙门镇外杀金猫100只，同伴等级要求不低于1级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴222	6	1	668	\spr\item\script\item_huangjintupu.spr	38	1	1	去龙门镇外杀金猫150只，同伴等级要求不低于1级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴223	6	1	669	\spr\item\script\item_huangjintupu.spr	38	1	1	去黄河源头杀白虎50只，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴224	6	1	670	\spr\item\script\item_huangjintupu.spr	38	1	1	去黄河源头杀白虎100只，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴225	6	1	671	\spr\item\script\item_huangjintupu.spr	38	1	1	去黄河源头杀白虎150只，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴226	6	1	672	\spr\item\script\item_huangjintupu.spr	38	1	1	去老虎洞迷宫杀长枪50个，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴修练任务卷轴227	6	1	673	\spr\item\script\item_huangjintupu.spr	38	1	1	去老虎洞迷宫杀长枪100个，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
