Ãû³Æ	µÀ¾ßÖÖÀà	¾ßÌåÀà±ð	ÏêÏ¸Àà±ð	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1(0¼¶)	Ä§·¨ÊôÐÔË÷Òý1(10¼¶)	Ä§·¨ÊôÐÔË÷Òý2(0¼¶)	Ä§·¨ÊôÐÔË÷Òý2(10¼¶)	Ä§·¨ÊôÐÔË÷Òý3(0¼¶)	Ä§·¨ÊôÐÔË÷Òý3(10¼¶)	Ä§·¨ÊôÐÔË÷Òý4(0¼¶)	Ä§·¨ÊôÐÔË÷Òý4(10¼¶)	Ä§·¨ÊôÐÔË÷Òý5(0¼¶)	Ä§·¨ÊôÐÔË÷Òý5(10¼¶)	Ä§·¨ÊôÐÔË÷Òý6(0¼¶)	Ä§·¨ÊôÐÔË÷Òý6(10¼¶)	ËùÔÚÌ××°	6¼¶¼¼ÄÜID	10¼¶¼¼ÄÜID	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2	¿ÉÈÛÁ¶ÊôÐÔÊýÁ¿	¿ÉÈÛÁ¶ÎÆ¸ÖÆ·ÖÊ	»ù´¡±ø¼×Öµ	ÊÇ·ñ¿ÉÉýÐÇ×°±¸	¿ÉÏâÇ¶ÐÇ³½Ê¯ÊýÁ¿	×°±¸Í»ÆÆ×£¸£Öµ	×¢ÁéÎ»ÖÃÊýÁ¿	ÏÔÊ¾Í¼±êID
[HuyÒn Kim] XÝch L©n Cµn Viªn H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	"Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ C«n L«n §ao Ph¸p mãn thø 1"	0	99999	10	0																						36	120	39	9									957	958	857	858	977	978	1020	1021	1000	1001	1297	1298	265			206	1	1700	1277	3	8	4800					
[HuyÒn Kim] XÝch L©n Cµn Viªn §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap27.spr	28	2	2	"Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ C«n L«n §ao Ph¸p mãn thø 2"	2	99999	10	0	30	360	360	31	85	85																36	120	39	9									958	959	897	898	978	979	1200	1201	1337	1338	1297	1298	265			206	2	1430	1277	3	8	4800					
[HuyÒn Kim] XÝch L©n Cµn Viªn Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	"Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ C«n L«n §ao Ph¸p mãn thø 3"	1	99999	10	0																						36	120	39	9									957	958	877	878	977	978	1020	1021	1337	1338	1297	1298	265			206	3	130		3	8	4800					
[HuyÒn Kim] XÝch L©n Cµn Viªn Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle27.spr	34	1	2	"Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ C«n L«n §ao Ph¸p mãn thø 4"	3	99999	10	0	30	135	135	31	80	80																36	120	39	9									958	959	917	918	978	979	1220	1221	1337	1338	1297	1298	265			206	4	1430	1424	3	8	4800					
[HuyÒn Kim] XÝch L©n Cµn Viªn Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash27.spr	33	2	1	"Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ C«n L«n §ao Ph¸p mãn thø 5"	4	99999	10	0	30	160	160	31	80	80																36	120	39	9									958	959	937	938	977	978	1180	1181	1337	1338	1297	1298	265			206	5	1701	1277	3	8	4800					
[HuyÒn Kim] XÝch L©n Cµn Viªn §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth27.spr	24	2	3	"Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ C«n L«n §ao Ph¸p mãn thø 6"	0	99999	10	0	30	720	720	31	90	90																36	120	39	9									958	959	857	858	977	978	1020	1021	2724	2724	1297	1298	265			206	6	1430	1277	3	8	4800					
[HuyÒn Kim] XÝch L©n Cµn Viªn §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	"Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ C«n L«n §ao Ph¸p mãn thø 7"	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	9									2716	2716	897	898	1080	1081	1200	1201	1322	1323	1297	1298	265			206	7	1430	130	3	8	4800					
[HuyÒn Kim] XÝch L©n Cµn Viªn Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes27.spr	26	2	2	"Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ C«n L«n §ao Ph¸p mãn thø 8"	1	99999	10	0	30	160	160	31	80	80																36	120	39	9									958	959	877	878	977	978	1020	1021	1260	1261	1297	1298	265			206	8	1430	1277	3	8	4800					
[HuyÒn Kim] XÝch L©n Cµn Viªn Béi	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	"Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ C«n L«n §ao Ph¸p mãn thø 9"	3	99999	10	0																						36	120	39	9									957	958	917	918	978	979	1220	1221	1337	1338	1297	1298	265			206	9	1702	1277	3	8	4800					
[HuyÒn Kim] XÝch L©n Cµn Viªn H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring24.spr	37	1	1	"Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ C«n L«n §ao Ph¸p mãn thø 10"	4	99999	10	0																						36	120	39	9									957	958	937	938	978	979	1180	1181	1337	1338	1297	1298	265			206	10	130		3	8	4800					
[HuyÒn Kim] XÝch L©n Tr­êng Kh«ng Phï	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	"Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ C«n L«n KiÕm Ph¸p mãn thø 1"	3	99999	10	0																						36	120	39	9									957	958	857	858	977	978	1020	1021	1000	1001	1297	1298	266			207	1	1704	1277	3	8	4800					
[HuyÒn Kim] XÝch L©n Tr­êng Kh«ng §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap27.spr	28	2	2	"Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ C«n L«n KiÕm Ph¸p mãn thø 2"	4	99999	10	0	30	360	360	31	85	85																36	120	39	9									958	959	897	898	978	979	1200	1201	1337	1338	1297	1298	266			207	2	1430	1277	3	8	4800					
[HuyÒn Kim] XÝch L©n Tr­êng Kh«ng Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	"Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ C«n L«n KiÕm Ph¸p mãn thø 3"	0	99999	10	0																						36	120	39	9									957	958	877	878	977	978	1020	1021	1337	1338	1297	1298	266			207	3	130		3	8	4800					
[HuyÒn Kim] XÝch L©n Tr­êng Kh«ng Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle27.spr	34	1	2	"Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ C«n L«n KiÕm Ph¸p mãn thø 4"	2	99999	10	0	30	135	135	31	80	80																36	120	39	9									958	959	917	918	978	979	1220	1221	1337	1338	1297	1298	266			207	4	1430	1425	3	8	4800					
[HuyÒn Kim] XÝch L©n Tr­êng Kh«ng Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash27.spr	32	2	1	"Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ C«n L«n KiÕm Ph¸p mãn thø 5"	1	99999	10	0	30	160	160	31	80	80																36	120	39	9									958	959	937	938	977	978	1180	1181	1337	1338	1297	1298	266			207	5	1705	1277	3	8	4800					
[HuyÒn Kim] XÝch L©n Tr­êng Kh«ng §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth27.spr	24	2	3	"Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ C«n L«n KiÕm Ph¸p mãn thø 6"	3	99999	10	0	30	720	720	31	90	90																36	120	39	9									958	959	857	858	977	978	1020	1021	2724	2724	1297	1298	266			207	6	1430	1277	3	8	4800					
[HuyÒn Kim] XÝch L©n Tr­êng Kh«ng KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword26.spr	9	1	3	"Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ C«n L«n KiÕm Ph¸p mãn thø 7"	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	9									2720	2720	897	898	1160	1161	1200	1201	1337	1338	1297	1298	266			207	7	1430	130	3	8	4800					
[HuyÒn Kim] XÝch L©n Tr­êng Kh«ng Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes27.spr	26	2	2	"Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ C«n L«n KiÕm Ph¸p mãn thø 8"	0	99999	10	0	30	160	160	31	80	80																36	120	39	9									958	959	877	878	977	978	1020	1021	1260	1261	1297	1298	266			207	8	1430	1277	3	8	4800					
[HuyÒn Kim] XÝch L©n Tr­êng Kh«ng Béi	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	"Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ C«n L«n KiÕm Ph¸p mãn thø 9"	2	99999	10	0																						36	120	39	9									957	958	917	918	978	979	1220	1221	1337	1338	1297	1298	266			207	9	1706	1277	3	8	4800					
[HuyÒn Kim] XÝch L©n Tr­êng Kh«ng H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring24.spr	37	1	1	"Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ C«n L«n KiÕm Ph¸p mãn thø 10"	1	99999	10	0																						36	120	39	9									957	958	937	938	978	979	1180	1181	1337	1338	1297	1298	266			207	10	130		3	8	4800					
[HuyÒn Kim] Minh Ph­îng Quy Y Ch©u Liªn	0	4	1	\spr\item\equip\nick\obj-neck27.spr	36	2	1	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 1"	2	99999	10	0																						36	120	39	0									959	960	938	939	978	979	1181	1182	1001	1002	1301	1302	267			208	1	1624	1278	3	9	6400					
[HuyÒn Kim] Minh Ph­îng Quy Y T¨ng M¹o	0	7	0	\spr\item\equip\cap\obj-ma-cap28.spr	28	2	2	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 2"	1	99999	10	0	30	360	360	31	85	85																36	120	39	0									960	961	858	859	979	980	1021	1022	1338	1339	3524	3525	267			208	2	1431	1278	3	9	6400					
[HuyÒn Kim] Minh Ph­îng Quy Y Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring27.spr	37	1	1	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 3"	3	99999	10	0																						36	120	39	0									959	960	898	899	978	979	1201	1202	1338	1339	1301	1302	267			208	3	130		3	9	6400					
[HuyÒn Kim] Minh Ph­îng Quy Y Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle28.spr	34	1	2	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 4"	4	99999	10	0	30	135	135	31	80	80																36	120	39	0									960	961	878	879	979	980	1021	1022	1338	1339	1301	1302	267			208	4	1431	1278	3	9	6400					
[HuyÒn Kim] Minh Ph­îng Quy Y Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash28.spr	33	2	1	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 5"	0	99999	10	0	30	160	160	31	80	80																36	120	39	0									960	961	918	919	978	979	1221	1222	1338	1339	1301	1302	267			208	5	1625	1278	3	9	6400					
[HuyÒn Kim] Minh Ph­îng Quy Y Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth28.spr	22	2	3	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 6"	2	99999	10	0	30	720	720	31	90	90																36	120	39	0									960	961	938	939	978	979	1181	1182	2725	2725	3524	3525	267			208	6	1431	494	3	9	6400					
[HuyÒn Kim] Minh Ph­îng Quy Y TriÒn Thñ	0	0	6	\spr\item\equip\closeweapon\obj-glove05.spr	9	1	2	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 7"	1	99999	10	0	28	1	1	29	1	1	167	-30	-30	31	99	99										36	120	39	0									1281	1281	858	859	1081	1082	1021	1022	1338	1339	3524	3525	267			208	7	1431	130	3	9	6400					
[HuyÒn Kim] Minh Ph­îng Quy Y T¨ng Hµi	0	5	0	\spr\item\equip\boots\obj-shoes28.spr	26	2	2	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 8"	3	99999	10	0	30	160	160	31	80	80																36	120	39	0									960	961	898	899	978	979	1201	1202	1261	1262	1301	1302	267			208	8	1431	1278	3	9	6400					
[HuyÒn Kim] Minh Ph­îng Quy Y Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist28.spr	36	1	2	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 9"	4	99999	10	0																						36	120	39	0									959	960	878	879	979	980	1021	1022	1338	1339	1301	1302	267			208	9	1626	1278	3	9	6400					
[HuyÒn Kim] Minh Ph­îng Quy Y H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring27.spr	37	1	1	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 10"	0	99999	10	0																						36	120	39	0									959	960	918	919	979	980	1221	1222	1338	1339	1301	1302	267			208	10	130		3	9	6400					
[HuyÒn Kim] Minh Ph­îng Cùc L¹c PhËt Ch©u	0	4	1	\spr\item\equip\nick\obj-neck27.spr	36	2	1	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 1"	4	99999	10	0																						36	120	39	0									959	960	938	939	978	979	1181	1182	1001	1002	1301	1302	268			209	1	1627	1278	3	9	6400					
[HuyÒn Kim] Minh Ph­îng Cùc L¹c T¨ng M¹o	0	7	0	\spr\item\equip\cap\obj-ma-cap28.spr	28	2	2	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 2"	0	99999	10	0	30	360	360	31	85	85																36	120	39	0									960	961	858	859	979	980	1021	1022	1338	1339	3524	3525	268			209	2	1431	1278	3	9	6400					
[HuyÒn Kim] Minh Ph­îng Cùc L¹c Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring27.spr	37	1	1	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 3"	2	99999	10	0																						36	120	39	0									959	960	898	899	978	979	1201	1202	1338	1339	1301	1302	268			209	3	130		3	9	6400					
[HuyÒn Kim] Minh Ph­îng Cùc L¹c Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle28.spr	34	1	2	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 4"	1	99999	10	0	30	135	135	31	80	80																36	120	39	0									960	961	878	879	979	980	1021	1022	1338	1339	1301	1302	268			209	4	1431	1278	3	9	6400					
[HuyÒn Kim] Minh Ph­îng Cùc L¹c Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash28.spr	33	2	1	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 5"	3	99999	10	0	30	160	160	31	80	80																36	120	39	0									960	961	918	919	978	979	1221	1222	1338	1339	1301	1302	268			209	5	1628	1278	3	9	6400					
[HuyÒn Kim] Minh Ph­îng Cùc L¹c Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth28.spr	22	2	3	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 6"	4	99999	10	0	30	720	720	31	90	90																36	120	39	0									960	961	938	939	978	979	1181	1182	2725	2725	3524	3525	268			209	6	1431	1278	3	9	6400					
[HuyÒn Kim] Minh Ph­îng Cùc L¹c T¨ng C«n	0	0	2	\spr\item\equip\closeweapon\obj-spear25.spr	11	1	4	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 7"	0	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	120	39	0									2715	2715	858	859	1081	1082	1021	1022	1338	1339	3524	3525	268			209	7	1431	130	3	9	6400					
[HuyÒn Kim] Minh Ph­îng Cùc L¹c T¨ng Hµi	0	5	0	\spr\item\equip\boots\obj-shoes28.spr	26	2	2	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 8"	2	99999	10	0	30	160	160	31	80	80																36	120	39	0									960	961	898	899	978	979	1201	1202	1261	1262	1301	1302	268			209	8	1431	1404	3	9	6400					
[HuyÒn Kim] Minh Ph­îng Cùc L¹c Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist28.spr	36	1	2	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 9"	1	99999	10	0																						36	120	39	0									959	960	878	879	979	980	1021	1022	1338	1339	1301	1302	268			209	9	1629	1278	3	9	6400					
[HuyÒn Kim] Minh Ph­îng Cùc L¹c H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring27.spr	37	1	1	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 10"	3	99999	10	0																						36	120	39	0									959	960	918	919	979	980	1221	1222	1338	1339	1301	1302	268			209	10	130		3	9	6400					
[HuyÒn Kim] Minh Ph­îng H­ Kh«ng H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck27.spr	36	2	1	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 1"	4	99999	10	0																						36	120	39	0									959	960	938	939	978	979	1181	1182	1001	1002	1301	1302	269			210	1	1627	1278	3	9	6400					
[HuyÒn Kim] Minh Ph­îng H­ Kh«ng T¨ng M¹o	0	7	0	\spr\item\equip\cap\obj-ma-cap28.spr	28	2	2	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 2"	0	99999	10	0	30	360	360	31	85	85																36	120	39	0									960	961	858	859	979	980	1021	1022	1338	1339	3524	3525	269			210	2	1431	1278	3	9	6400					
[HuyÒn Kim] Minh Ph­îng H­ Kh«ng Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring27.spr	37	1	1	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 3"	2	99999	10	0																						36	120	39	0									959	960	898	899	978	979	1201	1202	1338	1339	1301	1302	269			210	3	130		3	9	6400					
[HuyÒn Kim] Minh Ph­îng H­ Kh«ng Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle28.spr	34	1	2	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 4"	1	99999	10	0	30	135	135	31	80	80																36	120	39	0									960	961	878	879	979	980	1021	1022	1338	1339	1301	1302	269			210	4	1431	1405	3	9	6400					
[HuyÒn Kim] Minh Ph­îng H­ Kh«ng Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash28.spr	33	2	1	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 5"	3	99999	10	0	30	160	160	31	80	80																36	120	39	0									960	961	918	919	978	979	1221	1222	1338	1339	1301	1302	269			210	5	1630	1278	3	9	6400					
[HuyÒn Kim] Minh Ph­îng H­ Kh«ng Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth28.spr	22	2	3	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 6"	4	99999	10	0	30	720	720	31	90	90																36	120	39	0									960	961	938	939	978	979	1181	1182	2725	2725	3524	3525	269			210	6	1431	1278	3	9	6400					
[HuyÒn Kim] Minh Ph­îng H­ Kh«ng Giíi §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade27.spr	10	1	4	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 7"	0	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	0									2715	2715	858	859	1081	1082	1021	1022	1338	1339	3524	3525	269			210	7	1431	130	3	9	6400					
[HuyÒn Kim] Minh Ph­îng H­ Kh«ng T¨ng Hµi	0	5	1	\spr\item\equip\boots\obj-shoes28.spr	26	2	2	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 8"	2	99999	10	0	30	160	160	31	80	80																36	120	39	0									960	961	898	899	978	979	1201	1202	1261	1262	1301	1302	269			210	8	1431	1278	3	9	6400					
[HuyÒn Kim] Minh Ph­îng H­ Kh«ng Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist28.spr	36	1	2	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 9"	1	99999	10	0																						36	120	39	0									959	960	878	879	979	980	1021	1022	1338	1339	1301	1302	269			210	9	1631	1278	3	9	6400					
[HuyÒn Kim] Minh Ph­îng H­ Kh«ng H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring27.spr	37	1	1	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 10"	3	99999	10	0																						36	120	39	0									959	960	918	919	979	980	1221	1222	1338	1339	1301	1302	269			210	10	130		3	9	6400					
[HuyÒn Kim] Minh Ph­îng ChiÕn ThÇn Liªn	0	4	1	\spr\item\equip\nick\obj-neck27.spr	36	2	1	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 1"	0	99999	10	0																						36	120	39	1									959	960	858	859	978	979	1021	1022	1001	1002	1301	1302	270			211	1	1632	1278	3	9	6400					
[HuyÒn Kim] Minh Ph­îng ChiÕn ThÇn Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap29.spr	31	2	2	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 2"	2	99999	10	0	30	360	360	31	85	85																36	120	39	1									960	961	898	899	979	980	1201	1202	1338	1339	3529	3530	270			211	2	1431	1278	3	9	6400					
[HuyÒn Kim] Minh Ph­îng ChiÕn ThÇn Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring27.spr	37	1	1	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 3"	1	99999	10	0																						36	120	39	1									959	960	878	879	978	979	1021	1022	1338	1339	1301	1302	270			211	3	130		3	9	6400					
[HuyÒn Kim] Minh Ph­îng ChiÕn ThÇn Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle28.spr	34	1	2	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 4"	3	99999	10	0	30	135	135	31	80	80																36	120	39	1									960	961	918	919	979	980	1221	1222	1338	1339	1301	1302	270			211	4	1431	1278	3	9	6400					
[HuyÒn Kim] Minh Ph­îng ChiÕn ThÇn Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash28.spr	33	2	1	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 5"	4	99999	10	0	30	160	160	31	80	80																36	120	39	1									960	961	938	939	978	979	1181	1182	1338	1339	1301	1302	270			211	5	1633	1278	3	9	6400					
[HuyÒn Kim] Minh Ph­îng ChiÕn ThÇn Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth29.spr	23	2	3	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 6"	0	99999	10	0	30	720	720	31	90	90																36	120	39	1									960	961	858	859	978	979	1021	1022	2725	2725	3529	3530	270			211	6	1431	1406	3	9	6400					
[HuyÒn Kim] Minh Ph­îng ChiÕn ThÇn Chïy	0	0	4	\spr\item\equip\closeweapon\obj-adha25.spr	13	2	2	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 7"	2	99999	10	0	28	55	55	29	165	165	167	-30	-30	31	99	99										36	120	39	1									1281	1281	898	899	1081	1082	1201	1202	1323	1324	3529	3530	270			211	7	1431	130	3	9	6400					
[HuyÒn Kim] Minh Ph­îng ChiÕn ThÇn Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes29.spr	26	2	2	"Trang bÞ HuyÒn Kim, Kim Ph­îng bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 8"	1	99999	10	0	30	160	160	31	80	80																36	120	39	1									960	961	878	879	978	979	1021	1022	1261	1262	1301	1302	270			211	8	1431	1278	3	9	6400					
