效果	是否前缀	五行要求	等级要求	属性调整类别	参数1最小值	参数1最大值	参数2最小值	参数2最大值	参数3最小值	参数3最大值	效果说明
原体力(16级)				93	310	310	-1	-1	0	0	0
原体力(17级)				93	330	330	-1	-1	0	0	0
原体力(18级)				93	350	350	-1	-1	0	0	0
原体力(19级)				93	370	370	-1	-1	0	0	0
原体力(20级)				93	390	390	-1	-1	0	0	0
五行强化值(1级)				246	100	100	-1	-1	0	0	0
五行强化值(2级)				246	200	200	-1	-1	0	0	0
五行强化值(3级)				246	300	300	-1	-1	0	0	0
五行强化值(4级)				246	400	400	-1	-1	0	0	0
五行强化值(5级)				246	500	500	-1	-1	0	0	0
五行强化值(6级)				246	600	600	-1	-1	0	0	0
五行强化值(7级)				246	700	700	-1	-1	0	0	0
五行强化值(8级)				246	800	800	-1	-1	0	0	0
五行强化值(9级)				246	900	900	-1	-1	0	0	0
五行强化值(10级)				246	1000	1000	-1	-1	0	0	0
五行弱化值(1级)				247	100	100	-1	-1	0	0	0
五行弱化值(2级)				247	200	200	-1	-1	0	0	0
五行强化值(3级)				247	300	300	-1	-1	0	0	0
五行强化值(4级)				247	400	400	-1	-1	0	0	0
五行强化值(5级)				247	500	500	-1	-1	0	0	0
五行强化值(6级)				247	600	600	-1	-1	0	0	0
五行强化值(7级)				247	700	700	-1	-1	0	0	0
五行强化值(8级)				247	800	800	-1	-1	0	0	0
五行强化值(9级)				247	900	900	-1	-1	0	0	0
五行强化值(10级)				247	1000	1000	-1	-1	0	0	0
横扫千军2				139	3	3	-1	-1	319	319	0
无相斩				139	3	3	-1	-1	321	321	0
追风诀				139	3	3	-1	-1	325	325	0
追星逐月				139	3	3	-1	-1	323	323	0
破天斩				139	3	3	-1	-1	322	322	0
三峨霁雪				139	3	3	-1	-1	328	328	0
风霜碎影				139	3	3	-1	-1	380	380	0
冰踪无影				139	3	3	-1	-1	336	336	0
冰心仙子				139	3	3	-1	-1	337	337	0
阴风蚀骨				139	3	3	-1	-1	353	353	0
玄阴斩				139	3	3	-1	-1	355	355	0
慑魂月影				139	3	3	-1	-1	339	339	0
暴雨梨花				139	3	3	-1	-1	302	302	0
九宫飞星				139	3	3	-1	-1	342	342	0
飞龙在天				139	3	3	-1	-1	357	357	0
天下无狗				139	3	3	-1	-1	359	359	0
云龙击				139	3	3	-1	-1	361	361	0
天外流星				139	3	3	-1	-1	362	362	0
天地无极1				139	3	3	-1	-1	365	365	0
人剑合一				139	3	3	-1	-1	368	368	0
傲雪啸风				139	3	3	-1	-1	372	372	0
雷动九天				139	3	3	-1	-1	375	375	0
生命回复效率(1级)				190	1	1	-1	-1	0	0	0
生命回复效率(2级)				190	2	2	-1	-1	0	0	0
生命回复效率(3级)				190	3	3	-1	-1	0	0	0
生命回复效率(4级)				190	4	4	-1	-1	0	0	0
生命回复效率(5级)				190	5	5	-1	-1	0	0	0
生命回复效率(6级)				190	6	6	-1	-1	0	0	0
生命回复效率(7级)				190	7	7	-1	-1	0	0	0
生命回复效率(8级)				190	8	8	-1	-1	0	0	0
生命回复效率(9级)				190	9	9	-1	-1	0	0	0
生命回复效率(10级)				190	10	10	-1	-1	0	0	0
外普%（1级）				126	5	5	-1	-1	6	6	0
外普%（2级）				126	10	10	-1	-1	6	6	0
外普%（3级）				126	15	15	-1	-1	6	6	0
外普%（4级）				126	20	20	-1	-1	6	6	0
外普%（5级）				126	25	25	-1	-1	6	6	0
外普%（6级）				126	30	30	-1	-1	6	6	0
外普%（7级）				126	35	35	-1	-1	6	6	0
外普%（8级）				126	40	40	-1	-1	6	6	0
外普%（9级）				126	45	45	-1	-1	6	6	0
外普%（10级）				126	50	50	-1	-1	6	6	0
外普%（11级）				126	55	55	-1	-1	6	6	0
外普%（12级）				126	60	60	-1	-1	6	6	0
外普%（13级）				126	65	65	-1	-1	6	6	0
外普%（14级）				126	70	70	-1	-1	6	6	0
外普%（15级）				126	75	75	-1	-1	6	6	0
外普%（16级）				126	80	80	-1	-1	6	6	0
外普%（17级）				126	85	85	-1	-1	6	6	0
外普%（18级）				126	90	90	-1	-1	6	6	0
外普%（19级）				126	95	95	-1	-1	6	6	0
外普%（20级）				126	100	100	-1	-1	6	6	0
行龙不雨				139	1	1	-1	-1	14	14	0
少林拳法1				139	1	1	-1	-1	8	8	0
龙爪虎抓				139	1	1	-1	-1	271	271	0
金刚伏魔				139	1	1	-1	-1	10	10	0
少林棍法				139	1	1	-1	-1	4	4	0
横扫六合				139	1	1	-1	-1	11	11	0
少林刀法				139	1	1	-1	-1	6	6	0
摩诃无量				139	1	1	-1	-1	19	19	0
斩龙诀				139	1	1	-1	-1	29	29	0
天王锤法				139	1	1	-1	-1	26	26	0
行云诀				139	1	1	-1	-1	31	31	0
乘龙诀				139	1	1	-1	-1	324	324	0
回风落雁				139	1	1	-1	-1	30	30	0
天王枪法				139	1	1	-1	-1	23	23	0
阳关三叠				139	1	1	-1	-1	35	35	0
血战八方				139	1	1	-1	-1	41	41	0
惊雷斩				139	1	1	-1	-1	34	34	0
天王刀法				139	1	1	-1	-1	24	24	0
泼风斩				139	1	1	-1	-1	37	37	0
无心斩				139	1	1	-1	-1	32	32	0
一叶知秋				139	1	1	-1	-1	85	85	0
峨嵋剑法				139	1	1	-1	-1	77	77	0
推窗望月				139	1	1	-1	-1	385	385	0
不灭不绝				139	1	1	-1	-1	88	88	0
飘雪穿云				139	1	1	-1	-1	80	80	0
峨嵋掌法1				139	1	1	-1	-1	79	79	0
四象同归				139	1	1	-1	-1	82	82	0
佛光普照1				139	1	1	-1	-1	91	91	0
风花雪月				139	1	1	-1	-1	99	99	0
翠烟刀法				139	1	1	-1	-1	95	95	0
雨打梨花				139	1	1	-1	-1	105	105	0
牧野流星				139	1	1	-1	-1	108	108	0
风卷残雪				139	1	1	-1	-1	102	102	0
翠烟双刀1				139	1	1	-1	-1	97	97	0
浮云散雪				139	1	1	-1	-1	113	113	0
碧海潮生				139	1	1	-1	-1	111	111	0
毒砂掌				139	1	1	-1	-1	63	63	0
五毒掌法				139	1	1	-1	-1	62	62	0
幽冥骷髅				139	1	1	-1	-1	68	68	0
天罡地煞手				139	1	1	-1	-1	71	71	0
血刀毒杀				139	1	1	-1	-1	65	65	0
五毒刀法				139	1	1	-1	-1	60	60	0
百毒穿心				139	1	1	-1	-1	384	384	0
朱蛤青冥				139	1	1	-1	-1	74	74	0
霹雳弹				139	1	1	-1	-1	45	45	0
唐门暗器				139	1	1	-1	-1	43	43	0
追心箭				139	1	1	-1	-1	50	50	0
小李飞刀				139	1	1	-1	-1	249	249	0
漫天花雨				139	1	1	-1	-1	54	54	0
天罗地网				139	1	1	-1	-1	58	58	0
夺魂镖				139	1	1	-1	-1	47	47	0
散花镖				139	1	1	-1	-1	341	341	0
见人伸手				139	1	1	-1	-1	122	122	0
丐帮掌法				139	1	1	-1	-1	116	116	0
降龙掌				139	1	1	-1	-1	274	274	0
亢龙有悔1				139	1	1	-1	-1	128	128	0
沿门托钵				139	1	1	-1	-1	119	119	0
丐帮棒法				139	1	1	-1	-1	115	115	0
打狗阵				139	1	1	-1	-1	124	124	0
棒打恶狗				139	1	1	-1	-1	125	125	0
残阳如血				139	1	1	-1	-1	135	135	0
天忍矛法				139	1	1	-1	-1	132	132	0
烈火情天				139	1	1	-1	-1	141	141	0
偷天换日				139	1	1	-1	-1	142	142	0
弹指烈焰				139	1	1	-1	-1	145	145	0
天忍刀法				139	1	1	-1	-1	131	131	0
推山填海1				139	1	1	-1	-1	138	138	0
魔炎七杀1				139	1	1	-1	-1	148	148	0
怒雷指				139	1	1	-1	-1	153	153	0
武当拳法				139	1	1	-1	-1	152	152	0
剥及而复1				139	1	1	-1	-1	164	164	0
无我无剑1				139	1	1	-1	-1	165	165	0
沧海明月				139	1	1	-1	-1	155	155	0
武当剑法				139	1	1	-1	-1	151	151	0
剑飞惊天				139	1	1	-1	-1	158	158	0
三环套月				139	1	1	-1	-1	267	267	0
呼风法				139	1	1	-1	-1	169	169	0
昆仑刀法				139	1	1	-1	-1	167	167	0
一气三清符				139	1	1	-1	-1	178	178	0
狂风骤电				139	1	1	-1	-1	176	176	0
狂雷震地				139	1	1	-1	-1	179	179	0
昆仑剑法				139	1	1	-1	-1	168	168	0
天际迅雷				139	1	1	-1	-1	172	172	0
五雷正法				139	1	1	-1	-1	182	182	0
行龙不雨				139	2	2	-1	-1	14	14	0
少林拳法1				139	2	2	-1	-1	8	8	0
龙爪虎抓				139	2	2	-1	-1	271	271	0
金刚伏魔				139	2	2	-1	-1	10	10	0
少林棍法				139	2	2	-1	-1	4	4	0
横扫六合				139	2	2	-1	-1	11	11	0
少林刀法				139	2	2	-1	-1	6	6	0
摩诃无量				139	2	2	-1	-1	19	19	0
斩龙诀				139	2	2	-1	-1	29	29	0
天王锤法				139	2	2	-1	-1	26	26	0
行云诀				139	2	2	-1	-1	31	31	0
乘龙诀				139	2	2	-1	-1	324	324	0
回风落雁				139	2	2	-1	-1	30	30	0
天王枪法				139	2	2	-1	-1	23	23	0
阳关三叠				139	2	2	-1	-1	35	35	0
血战八方				139	2	2	-1	-1	41	41	0
惊雷斩				139	2	2	-1	-1	34	34	0
天王刀法				139	2	2	-1	-1	24	24	0
泼风斩				139	2	2	-1	-1	37	37	0
无心斩				139	2	2	-1	-1	32	32	0
一叶知秋				139	2	2	-1	-1	85	85	0
峨嵋剑法				139	2	2	-1	-1	77	77	0
推窗望月				139	2	2	-1	-1	385	385	0
不灭不绝				139	2	2	-1	-1	88	88	0
飘雪穿云				139	2	2	-1	-1	80	80	0
峨嵋掌法1				139	2	2	-1	-1	79	79	0
四象同归				139	2	2	-1	-1	82	82	0
佛光普照1				139	2	2	-1	-1	91	91	0
风花雪月				139	2	2	-1	-1	99	99	0
翠烟刀法				139	2	2	-1	-1	95	95	0
雨打梨花				139	2	2	-1	-1	105	105	0
牧野流星				139	2	2	-1	-1	108	108	0
风卷残雪				139	2	2	-1	-1	102	102	0
翠烟双刀1				139	2	2	-1	-1	97	97	0
浮云散雪				139	2	2	-1	-1	113	113	0
碧海潮生				139	2	2	-1	-1	111	111	0
毒砂掌				139	2	2	-1	-1	63	63	0
五毒掌法				139	2	2	-1	-1	62	62	0
幽冥骷髅				139	2	2	-1	-1	68	68	0
天罡地煞手				139	2	2	-1	-1	71	71	0
血刀毒杀				139	2	2	-1	-1	65	65	0
五毒刀法				139	2	2	-1	-1	60	60	0
百毒穿心				139	2	2	-1	-1	384	384	0
朱蛤青冥				139	2	2	-1	-1	74	74	0
霹雳弹				139	2	2	-1	-1	45	45	0
唐门暗器				139	2	2	-1	-1	43	43	0
追心箭				139	2	2	-1	-1	50	50	0
小李飞刀				139	2	2	-1	-1	249	249	0
漫天花雨				139	2	2	-1	-1	54	54	0
天罗地网				139	2	2	-1	-1	58	58	0
夺魂镖				139	2	2	-1	-1	47	47	0
散花镖				139	2	2	-1	-1	341	341	0
见人伸手				139	2	2	-1	-1	122	122	0
丐帮掌法				139	2	2	-1	-1	116	116	0
降龙掌				139	2	2	-1	-1	274	274	0
亢龙有悔1				139	2	2	-1	-1	128	128	0
沿门托钵				139	2	2	-1	-1	119	119	0
丐帮棒法				139	2	2	-1	-1	115	115	0
打狗阵				139	2	2	-1	-1	124	124	0
棒打恶狗				139	2	2	-1	-1	125	125	0
残阳如血				139	2	2	-1	-1	135	135	0
天忍矛法				139	2	2	-1	-1	132	132	0
烈火情天				139	2	2	-1	-1	141	141	0
偷天换日				139	2	2	-1	-1	142	142	0
弹指烈焰				139	2	2	-1	-1	145	145	0
天忍刀法				139	2	2	-1	-1	131	131	0
推山填海1				139	2	2	-1	-1	138	138	0
魔炎七杀1				139	2	2	-1	-1	148	148	0
怒雷指				139	2	2	-1	-1	153	153	0
武当拳法				139	2	2	-1	-1	152	152	0
剥及而复1				139	2	2	-1	-1	164	164	0
无我无剑1				139	2	2	-1	-1	165	165	0
沧海明月				139	2	2	-1	-1	155	155	0
武当剑法				139	2	2	-1	-1	151	151	0
剑飞惊天				139	2	2	-1	-1	158	158	0
三环套月				139	2	2	-1	-1	267	267	0
呼风法				139	2	2	-1	-1	169	169	0
昆仑刀法				139	2	2	-1	-1	167	167	0
一气三清符				139	2	2	-1	-1	178	178	0
狂风骤电				139	2	2	-1	-1	176	176	0
狂雷震地				139	2	2	-1	-1	179	179	0
昆仑剑法				139	2	2	-1	-1	168	168	0
天际迅雷				139	2	2	-1	-1	172	172	0
五雷正法				139	2	2	-1	-1	182	182	0
行龙不雨				139	3	3	-1	-1	14	14	0
少林拳法1				139	3	3	-1	-1	8	8	0
龙爪虎抓				139	3	3	-1	-1	271	271	0
金刚伏魔				139	3	3	-1	-1	10	10	0
少林棍法				139	3	3	-1	-1	4	4	0
横扫六合				139	3	3	-1	-1	11	11	0
少林刀法				139	3	3	-1	-1	6	6	0
摩诃无量				139	3	3	-1	-1	19	19	0
斩龙诀				139	3	3	-1	-1	29	29	0
天王锤法				139	3	3	-1	-1	26	26	0
行云诀				139	3	3	-1	-1	31	31	0
乘龙诀				139	3	3	-1	-1	324	324	0
回风落雁				139	3	3	-1	-1	30	30	0
天王枪法				139	3	3	-1	-1	23	23	0
阳关三叠				139	3	3	-1	-1	35	35	0
血战八方				139	3	3	-1	-1	41	41	0
惊雷斩				139	3	3	-1	-1	34	34	0
天王刀法				139	3	3	-1	-1	24	24	0
泼风斩				139	3	3	-1	-1	37	37	0
无心斩				139	3	3	-1	-1	32	32	0
一叶知秋				139	3	3	-1	-1	85	85	0
峨嵋剑法				139	3	3	-1	-1	77	77	0
推窗望月				139	3	3	-1	-1	385	385	0
不灭不绝				139	3	3	-1	-1	88	88	0
飘雪穿云				139	3	3	-1	-1	80	80	0
峨嵋掌法1				139	3	3	-1	-1	79	79	0
四象同归				139	3	3	-1	-1	82	82	0
佛光普照1				139	3	3	-1	-1	91	91	0
风花雪月				139	3	3	-1	-1	99	99	0
翠烟刀法				139	3	3	-1	-1	95	95	0
雨打梨花				139	3	3	-1	-1	105	105	0
牧野流星				139	3	3	-1	-1	108	108	0
风卷残雪				139	3	3	-1	-1	102	102	0
翠烟双刀1				139	3	3	-1	-1	97	97	0
浮云散雪				139	3	3	-1	-1	113	113	0
碧海潮生				139	3	3	-1	-1	111	111	0
毒砂掌				139	3	3	-1	-1	63	63	0
五毒掌法				139	3	3	-1	-1	62	62	0
幽冥骷髅				139	3	3	-1	-1	68	68	0
天罡地煞手				139	3	3	-1	-1	71	71	0
血刀毒杀				139	3	3	-1	-1	65	65	0
五毒刀法				139	3	3	-1	-1	60	60	0
百毒穿心				139	3	3	-1	-1	384	384	0
朱蛤青冥				139	3	3	-1	-1	74	74	0
霹雳弹				139	3	3	-1	-1	45	45	0
唐门暗器				139	3	3	-1	-1	43	43	0
追心箭				139	3	3	-1	-1	50	50	0
小李飞刀				139	3	3	-1	-1	249	249	0
漫天花雨				139	3	3	-1	-1	54	54	0
天罗地网				139	3	3	-1	-1	58	58	0
夺魂镖				139	3	3	-1	-1	47	47	0
散花镖				139	3	3	-1	-1	341	341	0
见人伸手				139	3	3	-1	-1	122	122	0
丐帮掌法				139	3	3	-1	-1	116	116	0
降龙掌				139	3	3	-1	-1	274	274	0
亢龙有悔1				139	3	3	-1	-1	128	128	0
沿门托钵				139	3	3	-1	-1	119	119	0
丐帮棒法				139	3	3	-1	-1	115	115	0
打狗阵				139	3	3	-1	-1	124	124	0
棒打恶狗				139	3	3	-1	-1	125	125	0
残阳如血				139	3	3	-1	-1	135	135	0
天忍矛法				139	3	3	-1	-1	132	132	0
烈火情天				139	3	3	-1	-1	141	141	0
偷天换日				139	3	3	-1	-1	142	142	0
弹指烈焰				139	3	3	-1	-1	145	145	0
天忍刀法				139	3	3	-1	-1	131	131	0
推山填海1				139	3	3	-1	-1	138	138	0
魔炎七杀1				139	3	3	-1	-1	148	148	0
怒雷指				139	3	3	-1	-1	153	153	0
武当拳法				139	3	3	-1	-1	152	152	0
剥及而复1				139	3	3	-1	-1	164	164	0
无我无剑1				139	3	3	-1	-1	165	165	0
沧海明月				139	3	3	-1	-1	155	155	0
武当剑法				139	3	3	-1	-1	151	151	0
剑飞惊天				139	3	3	-1	-1	158	158	0
三环套月				139	3	3	-1	-1	267	267	0
呼风法				139	3	3	-1	-1	169	169	0
昆仑刀法				139	3	3	-1	-1	167	167	0
一气三清符				139	3	3	-1	-1	178	178	0
狂风骤电				139	3	3	-1	-1	176	176	0
狂雷震地				139	3	3	-1	-1	179	179	0
昆仑剑法				139	3	3	-1	-1	168	168	0
天际迅雷				139	3	3	-1	-1	172	172	0
五雷正法				139	3	3	-1	-1	182	182	0
横扫千军2				139	1	1	-1	-1	319	319	0
无相斩				139	1	1	-1	-1	321	321	0
追风诀				139	1	1	-1	-1	325	325	0
追星逐月				139	1	1	-1	-1	323	323	0
破天斩				139	1	1	-1	-1	322	322	0
三峨霁雪				139	1	1	-1	-1	328	328	0
风霜碎影				139	1	1	-1	-1	380	380	0
冰踪无影				139	1	1	-1	-1	336	336	0
冰心仙子				139	1	1	-1	-1	337	337	0
阴风蚀骨				139	1	1	-1	-1	353	353	0
玄阴斩				139	1	1	-1	-1	355	355	0
慑魂月影				139	1	1	-1	-1	339	339	0
暴雨梨花				139	1	1	-1	-1	302	302	0
九宫飞星				139	1	1	-1	-1	342	342	0
飞龙在天				139	1	1	-1	-1	357	357	0
天下无狗				139	1	1	-1	-1	359	359	0
云龙击				139	1	1	-1	-1	361	361	0
天外流星				139	1	1	-1	-1	362	362	0
天地无极1				139	1	1	-1	-1	365	365	0
人剑合一				139	1	1	-1	-1	368	368	0
傲雪啸风				139	1	1	-1	-1	372	372	0
雷动九天				139	1	1	-1	-1	375	375	0
横扫千军2				139	2	2	-1	-1	319	319	0
无相斩				139	2	2	-1	-1	321	321	0
追风诀				139	2	2	-1	-1	325	325	0
追星逐月				139	2	2	-1	-1	323	323	0
破天斩				139	2	2	-1	-1	322	322	0
三峨霁雪				139	2	2	-1	-1	328	328	0
风霜碎影				139	2	2	-1	-1	380	380	0
冰踪无影				139	2	2	-1	-1	336	336	0
冰心仙子				139	2	2	-1	-1	337	337	0
阴风蚀骨				139	2	2	-1	-1	353	353	0
玄阴斩				139	2	2	-1	-1	355	355	0
慑魂月影				139	2	2	-1	-1	339	339	0
暴雨梨花				139	2	2	-1	-1	302	302	0
九宫飞星				139	2	2	-1	-1	342	342	0
飞龙在天				139	2	2	-1	-1	357	357	0
天下无狗				139	2	2	-1	-1	359	359	0
云龙击				139	2	2	-1	-1	361	361	0
天外流星				139	2	2	-1	-1	362	362	0
天地无极1				139	2	2	-1	-1	365	365	0
人剑合一				139	2	2	-1	-1	368	368	0
傲雪啸风				139	2	2	-1	-1	372	372	0
雷动九天				139	2	2	-1	-1	375	375	0
内力回复效率(1级)				248	1	1	-1	-1	0	0	0
内力回复效率(2级)				248	2	2	-1	-1	0	0	0
内力回复效率(3级)				248	3	3	-1	-1	0	0	0
内力回复效率(4级)				248	4	4	-1	-1	0	0	0
内力回复效率(5级)				248	5	5	-1	-1	0	0	0
内力回复效率(6级)				248	6	6	-1	-1	0	0	0
内力回复效率(7级)				248	7	7	-1	-1	0	0	0
内力回复效率(8级)				248	8	8	-1	-1	0	0	0
内力回复效率(9级)				248	9	9	-1	-1	0	0	0
内力回复效率(10级)				248	10	10	-1	-1	0	0	0
对攻击技能加成20				243	20	20	-1	-1	0	0	0
对攻击技能加成40				243	40	40	-1	-1	0	0	0
新抵消伤害60				237	60	60	-1	-1	0	0	0
新抵消伤害120				237	120	120	-1	-1	0	0	0
达摩渡江1				139	1	1	-1	-1	318	318	0
达摩渡江2				139	2	2	-1	-1	318	318	0
达摩渡江3				139	3	3	-1	-1	318	318	0
完全格挡1级				139	1	1	-1	-1	993	993	0
完全格挡（被动）1级				139	1	1	-1	-1	994	994	0
无限瞬移能力1级				139	1	1	-1	-1	997	997	0
无限瞬移能力（被动）1级				139	1	1	-1	-1	996	996	0
绝对重击1级				139	1	1	-1	-1	998	998	0
绝对重击（被动）1级				139	1	1	-1	-1	999	999	0
完全格挡2级				139	2	2	-1	-1	993	993	0
完全格挡（被动）2级				139	2	2	-1	-1	994	994	0
无限瞬移能力2级				139	2	2	-1	-1	997	997	0
无限瞬移能力（被动）2级				139	2	2	-1	-1	996	996	0
绝对重击2级				139	2	2	-1	-1	998	998	0
绝对重击（被动）2级				139	2	2	-1	-1	999	999	0
完全格挡3级				139	3	3	-1	-1	993	993	0
完全格挡（被动）3级				139	3	3	-1	-1	994	994	0
无限瞬移能力3级				139	3	3	-1	-1	997	997	0
无限瞬移能力（被动）3级				139	3	3	-1	-1	996	996	0
绝对重击3级				139	3	3	-1	-1	998	998	0
绝对重击（被动）3级				139	3	3	-1	-1	999	999	0
完全格挡4级				139	4	4	-1	-1	993	993	0
完全格挡（被动）4级				139	4	4	-1	-1	994	994	0
无限瞬移能力4级				139	4	4	-1	-1	997	997	0
无限瞬移能力（被动）4级				139	4	4	-1	-1	996	996	0
绝对重击4级				139	4	4	-1	-1	998	998	0
绝对重击（被动）4级				139	4	4	-1	-1	999	999	0
翠玉冰玄				195	261377	261377	-1	-1	276483	276483	0
凝雪寒霜				139	1	1	-1	-1	1024	1024	0
新外功攻速				239	112	126	-1	-1	0	0	0
新外功攻速				239	141	158	-1	-1	0	0	0
新外功攻速				239	177	201	-1	-1	0	0	0
新外功攻速				239	228	261	-1	-1	0	0	0
新外功攻速				239	301	351	-1	-1	0	0	0
新内功攻速				240	112	126	-1	-1	0	0	0
新内功攻速				240	141	158	-1	-1	0	0	0
新内功攻速				240	177	201	-1	-1	0	0	0
新内功攻速				240	201	261	-1	-1	0	0	0
新内功攻速				240	301	351	-1	-1	0	0	0
新打击回复				245	61	67	-1	-1	0	0	0
新打击回复				245	70	76	-1	-1	0	0	0
新打击回复				245	70	76	-1	-1	0	0	0
新打击回复				245	70	76	-1	-1	0	0	0
新打击回复				245	70	76	-1	-1	0	0	0
新生命（999）				233	999	999	-1	-1	0	0	0
新生命（1级）				233	230	230	-1	-1	0	0	0
新生命（2级）				233	310	310	-1	-1	0	0	0
新生命（3级）				233	390	390	-1	-1	0	0	0
新生命（4级）				233	430	470	-1	-1	0	0	0
新生命（5级）				233	510	550	-1	-1	0	0	0
新生命（6级）				233	590	630	-1	-1	0	0	0
新生命（7级）				233	670	710	-1	-1	0	0	0
新生命（8级）				233	750	790	-1	-1	0	0	0
新生命（9级）				233	830	870	-1	-1	0	0	0
新生命（10级）				233	910	950	-1	-1	0	0	0
新内力（1级）				235	310	310	-1	-1	0	0	0
新内力（2级）				235	390	390	-1	-1	0	0	0
新内力（3级）				235	470	470	-1	-1	0	0	0
新内力（4级）				235	510	550	-1	-1	0	0	0
新内力（5级）				235	590	630	-1	-1	0	0	0
新内力（6级）				235	670	710	-1	-1	0	0	0
新内力（7级）				235	750	790	-1	-1	0	0	0
新内力（8级）				235	830	870	-1	-1	0	0	0
新内力（9级）				235	910	950	-1	-1	0	0	0
新内力（10级）				235	990	1030	-1	-1	0	0	0
新火防（4级）				230	41	45	-1	-1	0	0	0
新火防（5级）				230	46	50	-1	-1	0	0	0
新火防（6级）				230	51	55	-1	-1	0	0	0
新火防（7级）				230	56	60	-1	-1	0	0	0
新火防（8级）				230	61	65	-1	-1	0	0	0
新火防（9级）				230	66	70	-1	-1	0	0	0
新火防（10级）				230	71	75	-1	-1	0	0	0
新冰防（4级）				232	41	45	-1	-1	0	0	0
新冰防（5级）				232	46	50	-1	-1	0	0	0
新冰防（6级）				232	51	55	-1	-1	0	0	0
新冰防（7级）				232	56	60	-1	-1	0	0	0
新冰防（8级）				232	61	65	-1	-1	0	0	0
新冰防（9级）				232	66	70	-1	-1	0	0	0
新冰防（10级）				232	71	75	-1	-1	0	0	0
新雷防（4级）				229	41	45	-1	-1	0	0	0
新雷防（5级）				229	46	50	-1	-1	0	0	0
新雷防（6级）				229	51	55	-1	-1	0	0	0
新雷防（7级）				229	56	60	-1	-1	0	0	0
新雷防（8级）				229	61	65	-1	-1	0	0	0
新雷防（9级）				229	66	70	-1	-1	0	0	0
新雷防（10级）				229	71	75	-1	-1	0	0	0
新毒防（4级）				228	41	45	-1	-1	0	0	0
新毒防（5级）				228	46	50	-1	-1	0	0	0
新毒防（6级）				228	51	55	-1	-1	0	0	0
新毒防（7级）				228	56	60	-1	-1	0	0	0
新毒防（8级）				228	61	65	-1	-1	0	0	0
新毒防（9级）				228	66	70	-1	-1	0	0	0
新毒防（10级）				228	71	75	-1	-1	0	0	0
新普防（4级）				231	41	45	-1	-1	0	0	0
新普防（5级）				231	46	50	-1	-1	0	0	0
新普防（6级）				231	51	55	-1	-1	0	0	0
新普防（7级）				231	56	60	-1	-1	0	0	0
新普防（8级）				231	61	65	-1	-1	0	0	0
新普防（9级）				231	66	70	-1	-1	0	0	0
新普防（10级）				231	71	75	-1	-1	0	0	0
减少中毒时间（4级）				108	50	55	-1	-1	0	0	0
减少中毒时间（5级）				108	60	65	-1	-1	0	0	0
