Ãû³Æ	µÀ¾ßÖÖÀà	¾ßÌåÀà±ğ	ÏêÏ¸Àà±ğ	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	»ù´¡ÊôĞÔ1ÀàĞÍ	»ù´¡ÊôĞÔ1×îĞ¡Öµ	»ù´¡ÊôĞÔ1×î´óÖµ	»ù´¡ÊôĞÔ2ÀàĞÍ	»ù´¡ÊôĞÔ2×îĞ¡Öµ	»ù´¡ÊôĞÔ2×î´óÖµ	»ù´¡ÊôĞÔ3ÀàĞÍ	»ù´¡ÊôĞÔ3×îĞ¡Öµ	»ù´¡ÊôĞÔ3×î´óÖµ	»ù´¡ÊôĞÔ4ÀàĞÍ	»ù´¡ÊôĞÔ4×îĞ¡Öµ	»ù´¡ÊôĞÔ4×î´óÖµ	»ù´¡ÊôĞÔ5ÀàĞÍ	»ù´¡ÊôĞÔ5×îĞ¡Öµ	»ù´¡ÊôĞÔ5×î´óÖµ	»ù´¡ÊôĞÔ6ÀàĞÍ	»ù´¡ÊôĞÔ6×îĞ¡Öµ	»ù´¡ÊôĞÔ6×î´óÖµ	»ù´¡ÊôĞÔ7ÀàĞÍ	»ù´¡ÊôĞÔ7×îĞ¡Öµ	»ù´¡ÊôĞÔ7×î´óÖµ	ĞèÇóÊôĞÔ1ÀàĞÍ	ĞèÇóÊôĞÔ1ÊıÖµ	ĞèÇóÊôĞÔ2ÀàĞÍ	ĞèÇóÊôĞÔ2ÊıÖµ	ĞèÇóÊôĞÔ3ÀàĞÍ	ĞèÇóÊôĞÔ3ÊıÖµ	ĞèÇóÊôĞÔ4ÀàĞÍ	ĞèÇóÊôĞÔ4ÊıÖµ	ĞèÇóÊôĞÔ5ÀàĞÍ	ĞèÇóÊôĞÔ5ÊıÖµ	ĞèÇóÊôĞÔ6ÀàĞÍ	ĞèÇóÊôĞÔ6ÊıÖµ
TuyÕt vùc ChiÕn M·	0	10	43	\spr\item\equip\horse\horse045.spr	40	2	3	2020Äê¾ºÅÄÒ¹±¦¾Ô¡£ÕÑÁêÁù¿¥Ö®Ò»£¬×ÏÑà³¬Ô¾£¬¹ÇÌÚÉñ¿¥£¬ÆøÔ€Èı´¨£¬ÍşÁè°ËÕó¡£	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
TuyÕt vùc ChiÕn M·	0	10	43	\spr\item\equip\horse\horse045.spr	40	2	3	2020Äê¾ºÅÄÒ¹±¦¾Ô¡£ÕÑÁêÁù¿¥Ö®Ò»£¬×ÏÑà³¬Ô¾£¬¹ÇÌÚÉñ¿¥£¬ÆøÔ€Èı´¨£¬ÍşÁè°ËÕó¡£	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
TuyÕt vùc ChiÕn M·	0	10	43	\spr\item\equip\horse\horse045.spr	40	2	3	2020Äê¾ºÅÄÒ¹±¦¾Ô¡£ÕÑÁêÁù¿¥Ö®Ò»£¬×ÏÑà³¬Ô¾£¬¹ÇÌÚÉñ¿¥£¬ÆøÔ€Èı´¨£¬ÍşÁè°ËÕó¡£	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
TuyÕt vùc ChiÕn M·	0	10	43	\spr\item\equip\horse\horse045.spr	40	2	3	2020Äê¾ºÅÄÒ¹±¦¾Ô¡£ÕÑÁêÁù¿¥Ö®Ò»£¬×ÏÑà³¬Ô¾£¬¹ÇÌÚÉñ¿¥£¬ÆøÔ€Èı´¨£¬ÍşÁè°ËÕó¡£	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
TuyÕt vùc ChiÕn M·	0	10	43	\spr\item\equip\horse\horse045.spr	40	2	3	2020Äê¾ºÅÄÒ¹±¦¾Ô¡£ÕÑÁêÁù¿¥Ö®Ò»£¬×ÏÑà³¬Ô¾£¬¹ÇÌÚÉñ¿¥£¬ÆøÔ€Èı´¨£¬ÍşÁè°ËÕó¡£	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng	0	10	44	\spr\item\equip\horse\horse085.spr	40	2	3	2020Äê¾ºÅÄÒ¹±¦¾Ô¡£ÕÑÁêÁù¿¥Ö®Ò»£¬×ÏÑà³¬Ô¾£¬¹ÇÌÚÉñ¿¥£¬ÆøÔ€Èı´¨£¬ÍşÁè°ËÕó¡£	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng	0	10	44	\spr\item\equip\horse\horse085.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng	0	10	44	\spr\item\equip\horse\horse085.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng	0	10	44	\spr\item\equip\horse\horse085.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng	0	10	44	\spr\item\equip\horse\horse085.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng	0	10	44	\spr\item\equip\horse\horse085.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng	0	10	44	\spr\item\equip\horse\horse085.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng	0	10	44	\spr\item\equip\horse\horse085.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng	0	10	44	\spr\item\equip\horse\horse085.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng	0	10	44	\spr\item\equip\horse\horse085.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 1	0	10	45	\spr\item\equip\horse\horse086.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 1	0	10	45	\spr\item\equip\horse\horse086.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 1	0	10	45	\spr\item\equip\horse\horse086.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 1	0	10	45	\spr\item\equip\horse\horse086.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 1	0	10	45	\spr\item\equip\horse\horse086.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 1	0	10	45	\spr\item\equip\horse\horse086.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 1	0	10	45	\spr\item\equip\horse\horse086.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 1	0	10	45	\spr\item\equip\horse\horse086.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 1	0	10	45	\spr\item\equip\horse\horse086.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 1	0	10	45	\spr\item\equip\horse\horse086.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 2	0	10	46	\spr\item\equip\horse\horse087.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 2	0	10	46	\spr\item\equip\horse\horse087.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 2	0	10	46	\spr\item\equip\horse\horse087.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 2	0	10	46	\spr\item\equip\horse\horse087.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 2	0	10	46	\spr\item\equip\horse\horse087.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 2	0	10	46	\spr\item\equip\horse\horse087.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 2	0	10	46	\spr\item\equip\horse\horse087.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 2	0	10	46	\spr\item\equip\horse\horse087.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 2	0	10	46	\spr\item\equip\horse\horse087.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 2	0	10	46	\spr\item\equip\horse\horse087.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 3	0	10	47	\spr\item\equip\horse\horse088.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 3	0	10	47	\spr\item\equip\horse\horse088.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 3	0	10	47	\spr\item\equip\horse\horse088.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 3	0	10	47	\spr\item\equip\horse\horse088.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 3	0	10	47	\spr\item\equip\horse\horse088.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 3	0	10	47	\spr\item\equip\horse\horse088.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 3	0	10	47	\spr\item\equip\horse\horse088.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 3	0	10	47	\spr\item\equip\horse\horse088.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 3	0	10	47	\spr\item\equip\horse\horse088.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Tr©u tr¾ng 2 sõng cÊp 3	0	10	47	\spr\item\equip\horse\horse088.spr	40	2	3	´«ËµÖĞÉú»îÔÚÆîÁ¬Ñ©·åÉÏµÄêóÅ££¬Í·½Çá¿áÉ ËÄÌãÉú·ç¡£	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Linh D­¬ng 2 sõng Xanh	0	10	48	\spr\item\equip\horse\horse089.spr	40	2	3	2021Äê¾ºÅÄÒ¹×øÆï¡£ÉîÏªĞî´ä£¬ÓÄá¶º¬ÔÆ£¬ÔÆÉî¼ûÂ¹¡£	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Linh D­¬ng 2 sõng Xanh	0	10	48	\spr\item\equip\horse\horse089.spr	40	2	3	2021Äê¾ºÅÄÒ¹×øÆï¡£ÉîÏªĞî´ä£¬ÓÄá¶º¬ÔÆ£¬ÔÆÉî¼ûÂ¹¡£	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Linh D­¬ng 2 sõng Xanh	0	10	48	\spr\item\equip\horse\horse089.spr	40	2	3	2021Äê¾ºÅÄÒ¹×øÆï¡£ÉîÏªĞî´ä£¬ÓÄá¶º¬ÔÆ£¬ÔÆÉî¼ûÂ¹¡£	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Linh D­¬ng 2 sõng Xanh	0	10	48	\spr\item\equip\horse\horse089.spr	40	2	3	2021Äê¾ºÅÄÒ¹×øÆï¡£ÉîÏªĞî´ä£¬ÓÄá¶º¬ÔÆ£¬ÔÆÉî¼ûÂ¹¡£	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Linh D­¬ng 2 sõng Xanh	0	10	48	\spr\item\equip\horse\horse089.spr	40	2	3	2021Äê¾ºÅÄÒ¹×øÆï¡£ÉîÏªĞî´ä£¬ÓÄá¶º¬ÔÆ£¬ÔÆÉî¼ûÂ¹¡£	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Linh D­¬ng 2 sõng Xanh	0	10	48	\spr\item\equip\horse\horse089.spr	40	2	3	2021Äê¾ºÅÄÒ¹×øÆï¡£ÉîÏªĞî´ä£¬ÓÄá¶º¬ÔÆ£¬ÔÆÉî¼ûÂ¹¡£	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Linh D­¬ng 2 sõng Xanh	0	10	48	\spr\item\equip\horse\horse089.spr	40	2	3	2021Äê¾ºÅÄÒ¹×øÆï¡£ÉîÏªĞî´ä£¬ÓÄá¶º¬ÔÆ£¬ÔÆÉî¼ûÂ¹¡£	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Linh D­¬ng 2 sõng Xanh	0	10	48	\spr\item\equip\horse\horse089.spr	40	2	3	2021Äê¾ºÅÄÒ¹×øÆï¡£ÉîÏªĞî´ä£¬ÓÄá¶º¬ÔÆ£¬ÔÆÉî¼ûÂ¹¡£	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Linh D­¬ng 2 sõng Xanh	0	10	48	\spr\item\equip\horse\horse089.spr	40	2	3	2021Äê¾ºÅÄÒ¹×øÆï¡£ÉîÏªĞî´ä£¬ÓÄá¶º¬ÔÆ£¬ÔÆÉî¼ûÂ¹¡£	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Linh D­¬ng 2 sõng Xanh	0	10	48	\spr\item\equip\horse\horse089.spr	40	2	3	2021Äê¾ºÅÄÒ¹×øÆï¡£ÉîÏªĞî´ä£¬ÓÄá¶º¬ÔÆ£¬ÔÆÉî¼ûÂ¹¡£	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Hæ tiÒn sö 1	0	10	49	\spr\item\equip\horse\horse095.spr	40	2	3	¸¡ÓñÖ®É½£¬ÓĞÊŞÃû¾ı¡£ÉíËÆÓĞ¸¡Ñæ£¬ÉåµĞÇ§ÀïÖ®Íâ¡£	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Hæ tiÒn sö 1	0	10	49	\spr\item\equip\horse\horse095.spr	40	2	3	¸¡ÓñÖ®É½£¬ÓĞÊŞÃû¾ı¡£ÉíËÆÓĞ¸¡Ñæ£¬ÉåµĞÇ§ÀïÖ®Íâ¡£	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Hæ tiÒn sö 1	0	10	49	\spr\item\equip\horse\horse095.spr	40	2	3	¸¡ÓñÖ®É½£¬ÓĞÊŞÃû¾ı¡£ÉíËÆÓĞ¸¡Ñæ£¬ÉåµĞÇ§ÀïÖ®Íâ¡£	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Hæ tiÒn sö 1	0	10	49	\spr\item\equip\horse\horse095.spr	40	2	3	¸¡ÓñÖ®É½£¬ÓĞÊŞÃû¾ı¡£ÉíËÆÓĞ¸¡Ñæ£¬ÉåµĞÇ§ÀïÖ®Íâ¡£	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Hæ tiÒn sö 1	0	10	49	\spr\item\equip\horse\horse095.spr	40	2	3	¸¡ÓñÖ®É½£¬ÓĞÊŞÃû¾ı¡£ÉíËÆÓĞ¸¡Ñæ£¬ÉåµĞÇ§ÀïÖ®Íâ¡£	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Hæ tiÒn sö 1	0	10	49	\spr\item\equip\horse\horse095.spr	40	2	3	¸¡ÓñÖ®É½£¬ÓĞÊŞÃû¾ı¡£ÉíËÆÓĞ¸¡Ñæ£¬ÉåµĞÇ§ÀïÖ®Íâ¡£	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Hæ tiÒn sö 1	0	10	49	\spr\item\equip\horse\horse095.spr	40	2	3	¸¡ÓñÖ®É½£¬ÓĞÊŞÃû¾ı¡£ÉíËÆÓĞ¸¡Ñæ£¬ÉåµĞÇ§ÀïÖ®Íâ¡£	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Hæ tiÒn sö 1	0	10	49	\spr\item\equip\horse\horse095.spr	40	2	3	¸¡ÓñÖ®É½£¬ÓĞÊŞÃû¾ı¡£ÉíËÆÓĞ¸¡Ñæ£¬ÉåµĞÇ§ÀïÖ®Íâ¡£	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Hæ tiÒn sö 1	0	10	49	\spr\item\equip\horse\horse095.spr	40	2	3	¸¡ÓñÖ®É½£¬ÓĞÊŞÃû¾ı¡£ÉíËÆÓĞ¸¡Ñæ£¬ÉåµĞÇ§ÀïÖ®Íâ¡£	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Hæ tiÒn sö 1	0	10	49	\spr\item\equip\horse\horse095.spr	40	2	3	¸¡ÓñÖ®É½£¬ÓĞÊŞÃû¾ı¡£ÉíËÆÓĞ¸¡Ñæ£¬ÉåµĞÇ§ÀïÖ®Íâ¡£	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Hæ tiÒn sö 2	0	10	50	\spr\item\equip\horse\horse093.spr	40	2	3	¸¡ÓñÖ®É½£¬ÓĞÊŞÃû¾ı¡£ÉíËÆÓĞ¸¡Ñæ£¬ÉåµĞÇ§ÀïÖ®Íâ¡£	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Hæ tiÒn sö 2	0	10	50	\spr\item\equip\horse\horse093.spr	40	2	3	¸¡ÓñÖ®É½£¬ÓĞÊŞÃû¾ı¡£ÉíËÆÓĞ¸¡Ñæ£¬ÉåµĞÇ§ÀïÖ®Íâ¡£	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Hæ tiÒn sö 2	0	10	50	\spr\item\equip\horse\horse093.spr	40	2	3	¸¡ÓñÖ®É½£¬ÓĞÊŞÃû¾ı¡£ÉíËÆÓĞ¸¡Ñæ£¬ÉåµĞÇ§ÀïÖ®Íâ¡£	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Hæ tiÒn sö 2	0	10	50	\spr\item\equip\horse\horse093.spr	40	2	3	¸¡ÓñÖ®É½£¬ÓĞÊŞÃû¾ı¡£ÉíËÆÓĞ¸¡Ñæ£¬ÉåµĞÇ§ÀïÖ®Íâ¡£	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Hæ tiÒn sö 2	0	10	50	\spr\item\equip\horse\horse093.spr	40	2	3	¸¡ÓñÖ®É½£¬ÓĞÊŞÃû¾ı¡£ÉíËÆÓĞ¸¡Ñæ£¬ÉåµĞÇ§ÀïÖ®Íâ¡£	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Hæ tiÒn sö 2	0	10	50	\spr\item\equip\horse\horse093.spr	40	2	3	¸¡ÓñÖ®É½£¬ÓĞÊŞÃû¾ı¡£ÉíËÆÓĞ¸¡Ñæ£¬ÉåµĞÇ§ÀïÖ®Íâ¡£	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
